qid,p31,has_kkwiki,relation_group,coverage_status
Q27430695,Q56061,1,P17_only,covered
Q109986374,Q20719675,1,P131_only,covered
Q111287130,Q486972,1,P17_only,covered
Q111287130,Q130212458,1,P17_only,covered
Q111287132,Q486972,1,P17_only,covered
Q111287132,Q130212458,1,P17_only,covered
Q111287134,Q486972,1,P17_only,covered
Q111287134,Q130212458,1,P17_only,covered
Q111287136,Q486972,1,P17_only,covered
Q111287136,Q130212458,1,P17_only,covered
Q114899129,Q4476438,1,P17_only,covered
Q116846700,Q7278,1,P17_only,covered
Q116846700,Q43229,1,P17_only,covered
Q602925,Q6617741,1,P17_only,covered
Q602925,Q115346835,1,P17_only,covered
Q2029511,Q22333025,1,P17_only,covered
Q20687327,Q4022,1,P17_only,covered
Q27351918,Q188025,1,P17_only,covered
Q32183514,Q4022,1,P17_only,covered
Q32188948,Q4022,1,P17_only,covered
Q32189968,Q4022,1,P17_only,covered
Q32191190,Q4022,1,P17_only,covered
Q32216563,Q4022,1,P17_only,covered
Q55833221,Q4022,1,P17_only,covered
Q108533814,Q23397,1,P17_only,covered
Q133260814,Q4022,1,P17_only,covered
Q133719569,Q23397,1,P17+P131,covered
Q137656060,Q2319498,1,P17+P131,covered
Q131150993,Q486972,1,P17+P131,covered
Q131150993,Q130212458,1,P17+P131,covered
Q131152200,Q486972,1,P17+P131,covered
Q131152200,Q130212458,1,P17+P131,covered
Q131152232,Q486972,1,P17+P131,covered
Q131152232,Q130212458,1,P17+P131,covered
Q56367607,Q486972,1,P17+P131,covered
Q56367607,Q130212458,1,P17+P131,covered
Q60851546,Q4438121,1,P17_only,covered
Q4062681,Q123705,1,P17+P131,covered
Q4062681,Q22674925,1,P17+P131,covered
Q4505007,Q123705,1,P17+P131,covered
Q4505588,Q123705,1,P17+P131,covered
Q4505588,Q22674925,1,P17+P131,covered
Q10857195,Q123705,1,P17+P131,covered
Q12712771,Q123705,1,P17+P131,covered
Q13359465,Q123705,1,P131_only,covered
Q13359503,Q123705,1,P131_only,covered
Q13416172,Q21507948,1,P131_only,covered
Q13416172,Q130212458,1,P131_only,covered
Q13416211,Q21507948,1,P131_only,covered
Q13416211,Q130212458,1,P131_only,covered
Q13646506,Q123705,1,P17+P131,covered
Q13646506,Q22674925,1,P17+P131,covered
Q13646511,Q123705,1,P17+P131,covered
Q13646511,Q22674925,1,P17+P131,covered
Q13646529,Q123705,1,P17+P131,covered
Q13646531,Q123705,1,P17+P131,covered
Q13646531,Q22674925,1,P17+P131,covered
Q13646551,Q123705,1,P17+P131,covered
Q13646551,Q22674925,1,P17+P131,covered
Q13646553,Q123705,1,P17+P131,covered
Q13646553,Q22674925,1,P17+P131,covered
Q13646555,Q123705,1,P17+P131,covered
Q13646555,Q22674925,1,P17+P131,covered
Q13647370,Q123705,1,P17+P131,covered
Q13647406,Q123705,1,P17+P131,covered
Q13652347,Q486972,1,P131_only,covered
Q13652347,Q130212458,1,P131_only,covered
Q13652353,Q21507948,1,P131_only,covered
Q13652353,Q130212458,1,P131_only,covered
Q13652360,Q21507948,1,P131_only,covered
Q13652360,Q130212458,1,P131_only,covered
Q13652363,Q21507948,1,P131_only,covered
Q13652363,Q130212458,1,P131_only,covered
Q13652375,Q21507948,1,P131_only,covered
Q13652375,Q130212458,1,P131_only,covered
Q13652408,Q21507948,1,P131_only,covered
Q13652408,Q130212458,1,P131_only,covered
Q13652411,Q21507948,1,P131_only,covered
Q13652428,Q21507948,1,P131_only,covered
Q13652428,Q130212458,1,P131_only,covered
Q13653555,Q21507948,1,P17+P131,covered
Q13653555,Q130212458,1,P17+P131,covered
Q13653561,Q21507948,1,P17+P131,covered
Q13653561,Q130212458,1,P17+P131,covered
Q13653573,Q21507948,1,P17+P131,covered
Q13653573,Q130212458,1,P17+P131,covered
Q13653582,Q21507948,1,P17+P131,covered
Q13653582,Q130212458,1,P17+P131,covered
Q13655940,Q21507948,1,P17+P131,covered
Q13655940,Q130212458,1,P17+P131,covered
Q13655998,Q21507948,1,P17+P131,covered
Q13655998,Q130212458,1,P17+P131,covered
Q13661778,Q21507948,1,P17+P131,covered
Q13661798,Q21507948,1,P17+P131,covered
Q13661801,Q21507948,1,P17+P131,covered
Q13661812,Q21507948,1,P17+P131,covered
Q13661812,Q130212458,1,P17+P131,covered
Q16272861,Q21507948,1,P17+P131,covered
Q16272861,Q130212458,1,P17+P131,covered
Q16679825,Q123705,1,P17+P131,covered
Q16679825,Q21507948,1,P17+P131,covered
Q16691333,Q123705,1,P17+P131,covered
Q16692392,Q21507948,1,P17+P131,covered
Q16692392,Q130212458,1,P17+P131,covered
Q16704622,Q21507948,1,P17+P131,covered
Q16704622,Q130212458,1,P17+P131,covered
Q18400390,Q486972,1,P17+P131,covered
Q18400390,Q130212458,1,P17+P131,covered
Q18406233,Q486972,1,P17+P131,covered
Q18406233,Q130212458,1,P17+P131,covered
Q18407045,Q486972,1,P17+P131,covered
Q18407045,Q130212458,1,P17+P131,covered
Q18407048,Q486972,1,P17+P131,covered
Q18407048,Q130212458,1,P17+P131,covered
Q19991686,Q604435,1,P131_only,covered
Q19991686,Q130212458,1,P131_only,covered
Q30897531,Q486972,1,P17+P131,covered
Q30897531,Q130212458,1,P17+P131,covered
Q30897537,Q21507948,1,P17+P131,covered
Q30969442,Q4414032,1,P17+P131,covered
Q65256542,Q123705,1,P17+P131,covered
Q108785061,Q486972,1,P17_only,covered
Q108785061,Q130212458,1,P17_only,covered
Q116686278,Q7278,1,P17_only,covered
Q118352586,Q486972,1,P17_only,covered
Q118352586,Q130212458,1,P17_only,covered
Q118352589,Q486972,1,P17_only,covered
Q118352589,Q130212458,1,P17_only,covered
Q118352591,Q486972,1,P17_only,covered
Q118352591,Q130212458,1,P17_only,covered
Q118352593,Q486972,1,P17_only,covered
Q118352593,Q130212458,1,P17_only,covered
Q129880699,Q4414032,1,P17+P131,covered
Q129880703,Q4414032,1,P17+P131,covered
Q129880708,Q4414032,1,P17+P131,covered
Q129880712,Q4414032,1,P17+P131,covered
Q129880717,Q4414032,1,P17+P131,covered
Q129880721,Q4414032,1,P17+P131,covered
Q129880724,Q4414032,1,P17+P131,covered
Q129880729,Q4414032,1,P17+P131,covered
Q129880732,Q4414032,1,P17+P131,covered
Q129880735,Q4414032,1,P17_only,covered
Q129880741,Q4414032,1,P17_only,covered
Q129880746,Q4414032,1,P17_only,covered
Q129880748,Q4414032,1,P17_only,covered
Q129880752,Q4414032,1,P17_only,covered
Q129880758,Q4414032,1,P17_only,covered
Q129880760,Q4414032,1,P17_only,covered
Q129880763,Q4414032,1,P17_only,covered
Q129880768,Q4414032,1,P17_only,covered
Q129880771,Q4414032,1,P17_only,covered
Q129880776,Q4414032,1,P17+P131,covered
Q134007261,Q486972,1,P17+P131,covered
Q134007261,Q130212458,1,P17+P131,covered
Q12571121,Q4414032,1,P17+P131,covered
Q112113808,Q486972,1,P17_only,covered
Q112113808,Q130212458,1,P17_only,covered
Q7284283,Q13406463,1,P17_only,covered
Q13652066,Q21507948,1,P17+P131,covered
Q13652066,Q130212458,1,P17+P131,covered
Q13652068,Q21507948,1,P17+P131,covered
Q13652068,Q130212458,1,P17+P131,covered
Q121336644,Q7212557,1,P17+P131,covered
Q27430598,Q188025,1,P17_only,covered
Q32171216,Q4022,1,P17_only,covered
Q32203429,Q23397,1,P17_only,covered
Q32212808,Q4022,1,P17+P131,covered
Q129880780,Q4414032,1,P17+P131,covered
Q129880783,Q4414032,1,P17+P131,covered
Q129880787,Q4414032,1,P17+P131,covered
Q134496515,Q23397,1,P17+P131,covered
Q134496572,Q23397,1,P17+P131,covered
Q134496641,Q23397,1,P17+P131,covered
Q2629898,Q133346,1,P17_only,covered
Q2629898,Q12413618,1,P17_only,covered
Q2629898,Q15104814,1,P17_only,covered
Q27348182,Q185113,1,P17_only,covered
Q97480122,Q23397,1,P17_only,covered
Q104865218,Q4164871,1,P17_only,covered
Q115936870,Q17315159,1,P17_only,covered
Q118601557,Q13406463,1,P17_only,covered
Q134569927,Q46831,1,P17+P131,covered
Q134569947,Q46831,1,P17+P131,covered
Q3089096,Q133346,1,P17_only,covered
Q3089096,Q12413618,1,P17_only,covered
Q3089096,Q15104814,1,P17_only,covered
Q4056869,Q1639780,1,P17_only,covered
Q4208128,Q15221623,1,P17_only,covered
Q11294054,Q43229,1,P17_only,covered
Q60853063,Q179057,1,P17_only,covered
Q60853063,Q68800046,1,P17_only,covered
Q119295677,Q1639780,1,P17_only,covered
Q119296195,Q1639780,1,P17_only,covered
Q119410068,Q169950,1,P17+P131,covered
Q136129601,Q179057,1,P17_only,covered
Q136129601,Q68800046,1,P17_only,covered
Q136129704,Q179057,1,P17_only,covered
Q136129704,Q17094485,1,P17_only,covered
Q136129704,Q68800046,1,P17_only,covered
Q93647,Q16725895,1,P17_only,covered
Q104865340,Q4164871,1,P17_only,covered
Q116739919,Q109623729,1,P17_only,covered
Q117195079,Q65770283,1,P17_only,covered
Q1432328,Q1248784,1,P17+P131,covered
Q1432328,Q94993988,1,P17+P131,covered
Q2393058,Q1248784,1,P17+P131,covered
Q2393071,Q1248784,1,P17+P131,covered
Q2393071,Q94993988,1,P17+P131,covered
Q2393266,Q1248784,1,P17+P131,covered
Q2393266,Q94993988,1,P17+P131,covered
Q2635729,Q13406463,1,P17_only,covered
Q2636259,Q1248784,1,P17+P131,covered
Q2636259,Q94993988,1,P17+P131,covered
Q4073778,Q1248784,1,P17+P131,covered
Q4090249,Q62447,1,P17_only,covered
Q4237467,Q1248784,1,P17_only,covered
Q4533548,Q1248784,1,P17_only,covered
Q12823517,Q178561,1,P17_only,covered
Q16656104,Q62447,1,P17+P131,covered
Q111174325,Q27020041,1,P17_only,covered
Q120081555,Q476028,1,P17_only,covered
Q120121414,Q131459694,1,P17_only,covered
Q130131898,Q1068842,1,P17+P131,covered
Q104866948,Q167346,1,P17+P131,covered
Q104866948,Q473972,1,P17+P131,covered
Q104866948,Q112128334,1,P17+P131,covered
Q129880791,Q4414032,1,P17+P131,covered
Q2532382,Q39825,1,P17_only,covered
Q3089091,Q133346,1,P17_only,covered
Q3089091,Q12413618,1,P17_only,covered
Q3089091,Q15104814,1,P17_only,covered
Q4208134,Q15221623,1,P17_only,covered
Q4350752,Q39825,1,P17_only,covered
Q56367379,Q4414032,1,P17+P131,covered
Q115254587,Q476028,1,P17_only,covered
Q116505969,Q27020041,1,P17_only,covered
Q116953065,Q27020041,1,P17_only,covered
Q117187663,Q27020041,1,P17_only,covered
Q117214341,Q476028,1,P17_only,covered
Q117224541,Q476028,1,P17_only,covered
Q117244714,Q476028,1,P17_only,covered
Q117316141,Q476028,1,P17_only,covered
Q140642490,Q131459694,1,P17_only,covered
Q3089099,Q133346,1,P17_only,covered
Q3089099,Q12413618,1,P17_only,covered
Q3089099,Q15104814,1,P17_only,covered
Q3089100,Q133346,1,P17_only,covered
Q3089100,Q12413618,1,P17_only,covered
Q3089100,Q15104814,1,P17_only,covered
Q4208133,Q15221623,1,P17_only,covered
Q27350584,Q12357832,1,P17_only,covered
Q27351154,Q12357832,1,P17_only,covered
Q27351928,Q56061,1,P17_only,covered
Q27351928,Q12357920,1,P17_only,covered
Q55659185,Q20719675,1,P131_only,covered
Q109986311,Q20719675,1,P131_only,covered
Q115807157,Q7278,1,P17_only,covered
Q115807157,Q43229,1,P17_only,covered
Q121093006,Q12139612,1,P17_only,covered
Q4208131,Q15221623,1,P17_only,covered
Q4262186,Q181648,1,P17_only,covered
Q4793359,Q15221623,1,P17_only,covered
Q6024231,Q15221623,1,P17_only,covered
Q6380835,Q3176665,1,P17_only,covered
Q15845915,Q3917681,1,P17_only,covered
Q16697028,Q44539,1,P17+P131,covered
Q42911891,Q26213387,1,P17_only,covered
Q65170339,Q15221623,1,P17_only,covered
Q106219885,Q891723,1,P17_only,covered
Q106219885,Q4830453,1,P17_only,covered
Q127125539,Q4022,1,P17_only,covered
Q3649810,Q15221623,1,P17_only,covered
Q3813587,Q15221623,1,P17_only,covered
Q13100414,Q55488,1,P17_only,covered
Q15693917,Q15221623,1,P17_only,covered
Q17052207,Q15221623,1,P17_only,covered
Q25382267,Q15221623,1,P17_only,covered
Q55615768,Q15221623,1,P17_only,covered
Q56309617,Q15221623,1,P17_only,covered
Q64158483,Q15221623,1,P17_only,covered
Q64196023,Q15221623,1,P17_only,covered
Q64196325,Q15221623,1,P17_only,covered
Q64196723,Q15221623,1,P17_only,covered
Q64199518,Q15221623,1,P17_only,covered
Q97273294,Q55488,1,P17+P131,covered
Q4342341,Q15221623,1,P17_only,covered
Q6067621,Q15221623,1,P17_only,covered
Q6380842,Q15221623,1,P17_only,covered
Q59162238,Q15221623,1,P17_only,covered
Q64196219,Q15221623,1,P17_only,covered
Q64197013,Q15221623,1,P17_only,covered
Q4294440,Q327333,1,P17_only,covered
Q4294440,Q19973770,1,P17_only,covered
Q4294440,Q137794598,1,P17_only,covered
Q5029584,Q15221623,1,P17_only,covered
Q5258021,Q15221623,1,P17_only,covered
Q5601652,Q15221623,1,P17_only,covered
Q6380843,Q15221623,1,P17_only,covered
Q15938468,Q15221623,1,P17_only,covered
Q20434538,Q15221623,1,P17_only,covered
Q22668045,Q15221623,1,P17_only,covered
Q23016857,Q15221623,1,P17_only,covered
Q25047732,Q15221623,1,P17_only,covered
Q25058459,Q15221623,1,P17_only,covered
Q25382524,Q15221623,1,P17_only,covered
Q28669032,Q15221623,1,P17_only,covered
Q39046628,Q15221623,1,P17_only,covered
Q39046799,Q15221623,1,P17_only,covered
Q39046889,Q15221623,1,P17_only,covered
Q39047821,Q15221623,1,P17_only,covered
Q39056676,Q15221623,1,P17_only,covered
Q39059721,Q15221623,1,P17_only,covered
Q47466036,Q15221623,1,P17_only,covered
Q48948762,Q15221623,1,P17_only,covered
Q48952082,Q15221623,1,P17_only,covered
Q64160718,Q15221623,1,P17_only,covered
Q64197966,Q15221623,1,P17_only,covered
Q107723760,Q15221623,1,P17_only,covered
Q126810644,Q192350,1,P17_only,covered
Q126810644,Q2516426,1,P17_only,covered
Q126810644,Q137794598,1,P17_only,covered
Q137427254,Q327333,1,P17_only,covered
Q137427254,Q1313096,1,P17_only,covered
Q137427254,Q2269756,1,P17_only,covered
Q137427254,Q137794598,1,P17_only,covered
Q977099,Q15221623,1,P17_only,covered
Q40906266,Q15221623,1,P17_only,covered
Q42900976,Q15221623,1,P17_only,covered
Q48947208,Q15221623,1,P17_only,covered
Q48947254,Q15221623,1,P17_only,covered
Q55129398,Q15221623,1,P17_only,covered
Q63969858,Q15221623,1,P17_only,covered
Q63977809,Q15221623,1,P17_only,covered
Q63980123,Q15221623,1,P17_only,covered
Q63980900,Q15221623,1,P17_only,covered
Q63991260,Q15221623,1,P17_only,covered
Q63992482,Q15221623,1,P17_only,covered
Q64146261,Q15221623,1,P17_only,covered
Q64153364,Q15221623,1,P17_only,covered
Q64157009,Q15221623,1,P17_only,covered
Q64176369,Q15221623,1,P17_only,covered
Q64195823,Q15221623,1,P17_only,covered
Q64195924,Q15221623,1,P17_only,covered
Q64195976,Q15221623,1,P17_only,covered
Q64196122,Q15221623,1,P17_only,covered
Q64196265,Q15221623,1,P17_only,covered
Q64196378,Q15221623,1,P17_only,covered
Q64196521,Q15221623,1,P17_only,covered
Q64197113,Q15221623,1,P17_only,covered
Q64197748,Q15221623,1,P17_only,covered
Q64197883,Q15221623,1,P17_only,covered
Q64198015,Q15221623,1,P17_only,covered
Q64198208,Q15221623,1,P17_only,covered
Q64198408,Q15221623,1,P17_only,covered
Q64198596,Q15221623,1,P17_only,covered
Q64198773,Q15221623,1,P17_only,covered
Q64198818,Q15221623,1,P17_only,covered
Q64198861,Q15221623,1,P17_only,covered
Q64199223,Q15221623,1,P17_only,covered
Q64199268,Q15221623,1,P17_only,covered
Q64199315,Q15221623,1,P17_only,covered
Q64199365,Q15221623,1,P17_only,covered
Q64199874,Q15221623,1,P17_only,covered
Q64200520,Q15221623,1,P17_only,covered
Q64200786,Q15221623,1,P17_only,covered
Q64200836,Q15221623,1,P17_only,covered
Q64200886,Q15221623,1,P17_only,covered
Q66689608,Q15221623,1,P17_only,covered
Q70829766,Q15221623,1,P17_only,covered
Q107711922,Q15221623,1,P17_only,covered
Q64200981,Q15221623,1,P17_only,covered
Q64201024,Q15221623,1,P17_only,covered
Q64201075,Q15221623,1,P17_only,covered
Q4753068,Q82794,1,P17+P131,covered
Q63967713,Q15221623,1,P17_only,covered
Q63969192,Q15221623,1,P17_only,covered
Q63978822,Q15221623,1,P17_only,covered
Q63979356,Q15221623,1,P17_only,covered
Q63991794,Q15221623,1,P17_only,covered
Q63992975,Q15221623,1,P17_only,covered
Q63994139,Q15221623,1,P17_only,covered
Q64140917,Q15221623,1,P17_only,covered
Q64148472,Q15221623,1,P17_only,covered
Q64148911,Q15221623,1,P17_only,covered
Q64152115,Q15221623,1,P17_only,covered
Q64152567,Q15221623,1,P17_only,covered
Q64155082,Q15221623,1,P17_only,covered
Q64168554,Q15221623,1,P17_only,covered
Q64169949,Q15221623,1,P17_only,covered
Q64175721,Q15221623,1,P17_only,covered
Q64176885,Q15221623,1,P17_only,covered
Q64195873,Q15221623,1,P17_only,covered
Q64196070,Q15221623,1,P17_only,covered
Q64196569,Q15221623,1,P17_only,covered
Q64196813,Q15221623,1,P17_only,covered
Q64196964,Q15221623,1,P17_only,covered
Q64197061,Q15221623,1,P17_only,covered
Q64197162,Q15221623,1,P17_only,covered
Q64197210,Q15221623,1,P17_only,covered
Q64197408,Q15221623,1,P17_only,covered
Q64197505,Q15221623,1,P17_only,covered
Q64197554,Q15221623,1,P17_only,covered
Q64197703,Q15221623,1,P17_only,covered
Q64197928,Q15221623,1,P17_only,covered
Q64198073,Q15221623,1,P17_only,covered
Q64198264,Q15221623,1,P17_only,covered
Q64198314,Q15221623,1,P17_only,covered
Q64198446,Q15221623,1,P17_only,covered
Q64198492,Q15221623,1,P17_only,covered
Q64198726,Q15221623,1,P17_only,covered
Q64199041,Q15221623,1,P17_only,covered
Q64199469,Q15221623,1,P17_only,covered
Q64199772,Q15221623,1,P17_only,covered
Q64199974,Q15221623,1,P17_only,covered
Q64200128,Q15221623,1,P17_only,covered
Q64200223,Q15221623,1,P17_only,covered
Q64200276,Q15221623,1,P17_only,covered
Q64200368,Q15221623,1,P17_only,covered
Q64200420,Q15221623,1,P17_only,covered
Q64200469,Q15221623,1,P17_only,covered
Q64200579,Q15221623,1,P17_only,covered
Q64200723,Q15221623,1,P17_only,covered
Q4450400,Q62447,1,P17+P131,covered
Q4450400,Q94993988,1,P17+P131,covered
Q15918852,Q486972,1,P17+P131,covered
Q15918852,Q130212458,1,P17+P131,covered
Q16651014,Q486972,1,P17+P131,covered
Q16651014,Q130212458,1,P17+P131,covered
Q122852734,Q130212458,1,P17+P131,covered
Q129880796,Q4414032,1,P17+P131,covered
Q129880797,Q4414032,1,P17+P131,covered
Q1138699,Q1248784,1,P17+P131,covered
Q1433007,Q62447,1,P17+P131,covered
Q1433007,Q1248784,1,P17+P131,covered
Q1433007,Q94993988,1,P17+P131,covered
Q2393281,Q1248784,1,P17+P131,covered
Q4059618,Q4476438,1,P17_only,covered
Q4059618,Q20719675,1,P17_only,covered
Q4068491,Q1248784,1,P17+P131,covered
Q4074690,Q4476438,1,P17_only,covered
Q4127576,Q4476438,1,P17_only,covered
Q4181136,Q62447,1,P17_only,covered
Q4219386,Q1248784,1,P17+P131,covered
Q4229932,Q4476438,1,P17_only,covered
Q4229932,Q20719675,1,P17_only,covered
Q4258351,Q4476438,1,P17_only,covered
Q4258351,Q20719675,1,P17_only,covered
Q4380522,Q4476438,1,P17_only,covered
Q4380522,Q20719675,1,P17_only,covered
Q4380736,Q4476438,1,P17_only,covered
Q4430222,Q4476438,1,P17_only,covered
Q4430222,Q20719675,1,P17_only,covered
Q4466060,Q1248784,1,P17+P131,covered
Q4479287,Q62447,1,P17_only,covered
Q4479287,Q695850,1,P17_only,covered
Q4479287,Q94993988,1,P17_only,covered
Q4508421,Q1248784,1,P17+P131,covered
Q4812938,Q1248784,1,P17+P131,covered
Q14554891,Q4476438,1,P17_only,covered
Q14554891,Q20719675,1,P17_only,covered
Q16705387,Q62447,1,P17_only,covered
Q27351270,Q4476438,1,P17_only,covered
Q27430516,Q1248784,1,P17+P131,covered
Q27430516,Q94993988,1,P17+P131,covered
Q28668658,Q56061,1,P131_only,covered
Q55658139,Q62447,1,P17_only,covered
Q104219832,Q20719675,1,P131_only,covered
Q25763,Q8432,1,P17_only,covered
Q25763,Q518261,1,P17_only,covered
Q25763,Q1620908,1,P17_only,covered
Q25763,Q3502482,1,P17_only,covered
Q4273884,Q4476438,1,P17_only,covered
Q4273884,Q20719675,1,P17_only,covered
Q4389267,Q4530848,1,P17+P131,covered
Q32804211,Q2446662,1,P17_only,covered
Q32804211,Q107099245,1,P17_only,covered
Q32804211,Q137794598,1,P17_only,covered
Q86665986,Q137794598,1,P17_only,covered
Q123012431,Q12806886,1,P17_only,covered
Q124335719,Q327333,1,P17_only,covered
Q124335719,Q137794598,1,P17_only,covered
Q124731313,Q811582,1,P17_only,covered
Q124731313,Q6867185,1,P17_only,covered
Q124731313,Q137794598,1,P17_only,covered
Q127606283,Q2269756,1,P17_only,covered
Q127606283,Q137794598,1,P17_only,covered
Q134598026,Q865588,1,P17_only,covered
Q123242525,Q13406463,1,P17_only,covered
Q125886008,Q486972,1,P17+P131,covered
Q125886008,Q130212458,1,P17+P131,covered
Q4205611,Q4114178,1,P17_only,covered
Q4328044,Q4114178,1,P17_only,covered
Q4459113,Q4114178,1,P17_only,covered
Q12573321,Q137794598,1,P17_only,covered
Q123224458,Q1550225,1,P17+P131,covered
Q123484615,Q486972,1,P17_only,covered
Q123484615,Q130212458,1,P17_only,covered
Q123484808,Q486972,1,P17_only,covered
Q123484808,Q130212458,1,P17_only,covered
Q97167320,Q41176,1,P17_only,covered
Q1256715,Q2144320,1,P17_only,covered
Q4056871,Q865588,1,P17_only,covered
Q4521397,Q820477,1,P17+P131,covered
Q123686109,Q39825,1,P17_only,covered
Q1313881,Q34442,1,P17+P131,covered
Q1323460,Q34442,1,P17+P131,covered
Q1525942,Q34442,1,P17_only,covered
Q2632001,Q34442,1,P17+P131,covered
Q4091175,Q34442,1,P17+P131,covered
Q97170824,Q11796413,1,P17_only,covered
Q125148341,Q4414032,1,P17+P131,covered
Q133255,Q41710,1,P17_only,covered
Q4299533,Q4476438,1,P17_only,covered
Q106325842,Q4164871,1,P17_only,covered
Q135845184,Q2659904,1,P17_only,covered
Q4126490,Q3918,1,P17+P131,covered
Q28482127,Q51031626,1,P17_only,covered
Q28504221,Q13406554,1,P17_only,covered
Q28504271,Q13406554,1,P17_only,covered
Q28504290,Q51031626,1,P17_only,covered
Q28504318,Q51031626,1,P17_only,covered
Q28521341,Q13406554,1,P17_only,covered
Q124528069,Q35127,1,P17_only,covered
Q1569219,Q1616075,1,P17_only,covered
Q2632004,Q34442,1,P17+P131,covered
Q93359852,Q11691,1,P17+P131,covered
Q93359852,Q43229,1,P17+P131,covered
Q106202094,Q11204,1,P17_only,covered
Q124539580,Q34262807,1,P17_only,covered
Q124646981,Q13406463,1,P17_only,covered
Q27628221,Q4830453,1,P17_only,covered
Q118489552,Q1916382,1,P17_only,covered
Q125055086,Q13406463,1,P17_only,covered
Q4470683,Q108788952,1,P17_only,covered
Q4880008,Q74817647,1,P17_only,covered
Q5602092,Q41710,1,P17_only,covered
Q7855513,Q41710,1,P17_only,covered
Q7899693,Q74817647,1,P17_only,covered
Q10544586,Q2485448,1,P17_only,covered
Q12274087,Q108788952,1,P17_only,covered
Q16851830,Q2485448,1,P17_only,covered
Q17045028,Q41710,1,P17_only,covered
Q22906097,Q2674774,1,P17_only,covered
Q22906097,Q10729872,1,P17_only,covered
Q28155597,Q338313,1,P17_only,covered
Q118180100,Q35666,1,P17+P131,covered
Q125360359,Q8065,1,P17_only,covered
Q125360359,Q8068,1,P17_only,covered
Q5938857,Q69359318,1,P17_only,covered
Q5938857,Q74817647,1,P17_only,covered
Q2648276,Q46970,1,P17_only,covered
Q125555769,Q13406463,1,P17_only,covered
Q125555972,Q13406463,1,P17_only,covered
Q949936,Q2693624,1,P17_only,covered
Q3853541,Q1788716,1,P17_only,covered
Q3853541,Q2693624,1,P17_only,covered
Q4341874,Q189004,1,P17_only,covered
Q7249313,Q1546073,1,P17_only,covered
Q7249313,Q22222786,1,P17_only,covered
Q21655345,Q189004,1,P17_only,covered
Q97358527,Q4164871,1,P17_only,covered
Q125807063,Q1076426,1,P17_only,covered
Q125807063,Q8016240,1,P17_only,covered
Q131860652,Q13406463,1,P17_only,covered
Q4286794,Q131647,1,P17_only,covered
Q4286795,Q131647,1,P17_only,covered
Q4286801,Q131647,1,P17_only,covered
Q4286802,Q131647,1,P17_only,covered
Q4286846,Q131647,1,P17_only,covered
Q4286846,Q1788716,1,P17_only,covered
Q4286886,Q131647,1,P17_only,covered
Q4287109,Q131647,1,P17_only,covered
Q4287136,Q131647,1,P17_only,covered
Q4343708,Q358,1,P17_only,covered
Q16675200,Q131647,1,P17_only,covered
Q17051171,Q2485448,1,P17_only,covered
Q17072729,Q2485448,1,P17_only,covered
Q21655361,Q131681,1,P17_only,covered
Q21661868,Q131647,1,P17_only,covered
Q3853540,Q2693624,1,P17_only,covered
Q3853592,Q131647,1,P17_only,covered
Q7925052,Q4164871,1,P17_only,covered
Q60046086,Q30634609,1,P17+P131,covered
Q109977987,Q1153191,1,P17+P131,covered
Q125972854,Q273120,1,P17_only,covered
Q125972854,Q686984,1,P17_only,covered
Q1638772,Q22687,1,P17_only,covered
Q1638772,Q4830453,1,P17_only,covered
Q1638772,Q6881511,1,P17_only,covered
Q4403236,Q2001305,1,P17_only,covered
Q4509385,Q18608583,1,P17_only,covered
Q21658964,Q193622,1,P17_only,covered
Q28671121,Q1616075,1,P17_only,covered
Q39060398,Q174782,1,P17_only,covered
Q60852061,Q207934,1,P17+P131,covered
Q60852061,Q56190453,1,P17+P131,covered
Q85845387,Q369730,1,P17+P131,covered
Q123253377,Q40231,1,P17_only,covered
Q123253377,Q43109,1,P17_only,covered
Q126519849,Q4022,1,P17_only,covered
Q55663813,Q162875,1,P17+P131,covered
Q65926221,Q659396,1,P17+P131,covered
Q120868826,Q39614,1,P17+P131,covered
Q128900315,Q13406463,1,P17_only,covered
Q129880801,Q4414032,1,P17+P131,covered
Q129880806,Q4414032,1,P17+P131,covered
Q129880809,Q4414032,1,P17+P131,covered
Q60290910,Q575759,1,P17+P131,covered
Q60853181,Q41176,1,P17+P131,covered
Q60853181,Q1180262,1,P17+P131,covered
Q124799901,Q27020041,1,P17_only,covered
Q126525212,Q131459694,1,P17_only,covered
Q127694533,Q34548322,1,P17_only,covered
Q190387,Q22698,1,P17+P131,covered
Q1548349,Q14350,1,P17_only,covered
Q25514728,Q179700,1,P17+P131,covered
Q25514728,Q4989906,1,P17+P131,covered
Q2052602,Q22698,1,P17+P131,covered
Q4250655,Q41176,1,P17+P131,covered
Q138965679,Q22746,1,P17+P131,covered
Q4286991,Q131647,1,P17_only,covered
Q4286992,Q131647,1,P17_only,covered
Q4290232,Q5003624,1,P17+P131,covered
Q30897262,Q33506,1,P17_only,covered
Q134315008,Q33506,1,P17+P131,covered
Q4286998,Q131647,1,P17_only,covered
Q4311782,Q618779,1,P17_only,covered
Q16675186,Q131647,1,P17_only,covered
Q115678842,Q131647,1,P17_only,covered
Q131629204,Q1181413,1,P17+P131,covered
Q759599,Q2031836,1,P17+P131,covered
Q32361297,Q4989906,1,P17+P131,covered
Q61993235,Q24354,1,P17+P131,covered
Q123746590,Q839954,1,P17+P131,covered
Q12557410,Q811979,1,P17_only,covered
Q125145873,Q27020041,1,P17_only,covered
