qid,p31,has_kkwiki,relation_group,coverage_status
Q11722001,Q130212458,1,P17+P131,covered
Q11722080,Q130212458,1,P17+P131,covered
Q11722239,Q486972,1,P17+P131,covered
Q11722239,Q130212458,1,P17+P131,covered
Q11773230,Q130212458,1,P17+P131,covered
Q11773462,Q130212458,1,P17+P131,covered
Q11773688,Q130212458,1,P17+P131,covered
Q12294281,Q130212458,1,P17+P131,covered
Q12294297,Q130212458,1,P17+P131,covered
Q30975078,Q4414032,1,P17+P131,covered
Q105069954,Q8502,1,P17_only,covered
Q388672,Q1968435,1,P17_only,covered
Q13664706,Q130212458,1,P17+P131,covered
Q16433088,Q13406463,1,P17_only,covered
Q16433177,Q486972,1,P17+P131,covered
Q16433177,Q130212458,1,P17+P131,covered
Q18409004,Q130212458,1,P17+P131,covered
Q4203114,Q130212458,1,P17+P131,covered
Q12553245,Q486972,1,P17+P131,covered
Q12553245,Q130212458,1,P17+P131,covered
Q13107600,Q130212458,1,P17+P131,covered
Q13107603,Q130212458,1,P17+P131,covered
Q13156662,Q130212458,1,P17+P131,covered
Q13156664,Q130212458,1,P17+P131,covered
Q13221470,Q130212458,1,P131_only,covered
Q13256161,Q130212458,1,P131_only,covered
Q13358297,Q130212458,1,P131_only,covered
Q13668724,Q32815,1,P17+P131,covered
Q20484653,Q7075,1,P17_only,covered
Q25481758,Q43229,1,P17_only,covered
Q25481758,Q1572070,1,P17_only,covered
Q4389939,Q74817647,1,P17_only,covered
Q13309399,Q130212458,1,P131_only,covered
Q13362651,Q130212458,1,P131_only,covered
Q13365461,Q130212458,1,P131_only,covered
Q13372783,Q130212458,1,P131_only,covered
Q13372846,Q130212458,1,P131_only,covered
Q13375221,Q130212458,1,P131_only,covered
Q13393271,Q130212458,1,P131_only,covered
Q13393346,Q130212458,1,P131_only,covered
Q13408433,Q130212458,1,P131_only,covered
Q13408434,Q130212458,1,P131_only,covered
Q13409021,Q130212458,1,P131_only,covered
Q13409065,Q130212458,1,P131_only,covered
Q13409212,Q130212458,1,P131_only,covered
Q13409279,Q130212458,1,P131_only,covered
Q16431896,Q8502,1,P17_only,covered
Q16433442,Q907698,1,P17+P131,covered
Q16433648,Q79007,1,P17+P131,covered
Q16433648,Q907698,1,P17+P131,covered
Q16534658,Q129675946,1,P131_only,covered
Q18667989,Q148319,1,P17+P131,covered
Q4059053,Q130212458,1,P17+P131,covered
Q4059298,Q130212458,1,P17+P131,covered
Q13359413,Q130212458,1,P131_only,covered
Q13359414,Q130212458,1,P131_only,covered
Q13359433,Q130212458,1,P131_only,covered
Q13359524,Q130212458,1,P131_only,covered
Q13551310,Q130212458,1,P131_only,covered
Q13551311,Q130212458,1,P131_only,covered
Q13648092,Q130212458,1,P17+P131,covered
Q16434206,Q7075,1,P17_only,covered
Q20486097,Q15104915,1,P17+P131,covered
Q20486354,Q7212557,1,P17+P131,covered
Q20486354,Q112128334,1,P17+P131,covered
Q4158455,Q1197685,1,P17_only,covered
Q13359492,Q130212458,1,P131_only,covered
Q13551309,Q130212458,1,P131_only,covered
Q13576652,Q130212458,1,P131_only,covered
Q13593096,Q130212458,1,P131_only,covered
Q25481791,Q22698,1,P17+P131,covered
Q25481791,Q272231,1,P17+P131,covered
Q25481791,Q112537478,1,P17+P131,covered
Q4213683,Q7075,1,P17_only,covered
Q13647857,Q130212458,1,P17+P131,covered
Q13647874,Q130212458,1,P17+P131,covered
Q13656157,Q130212458,1,P17+P131,covered
Q13662877,Q486972,1,P17+P131,covered
Q13662877,Q130212458,1,P17+P131,covered
Q13662881,Q130212458,1,P17+P131,covered
Q13662889,Q130212458,1,P17+P131,covered
Q13662891,Q130212458,1,P17+P131,covered
Q13662895,Q130212458,1,P17+P131,covered
Q13662897,Q130212458,1,P17+P131,covered
Q13662899,Q130212458,1,P17+P131,covered
Q13662903,Q486972,1,P17+P131,covered
Q13662903,Q130212458,1,P17+P131,covered
Q13662917,Q130212458,1,P17+P131,covered
Q13662918,Q130212458,1,P17+P131,covered
Q13662924,Q130212458,1,P17+P131,covered
Q13662926,Q130212458,1,P17+P131,covered
Q13662928,Q130212458,1,P17+P131,covered
Q13662929,Q130212458,1,P17+P131,covered
Q13662931,Q130212458,1,P17+P131,covered
Q13662933,Q130212458,1,P17+P131,covered
Q13662935,Q130212458,1,P17+P131,covered
Q15635312,Q1434274,1,P17_only,covered
Q15779281,Q1616075,1,P17_only,covered
Q20098374,Q4414032,1,P17+P131,covered
Q25481811,Q33506,1,P17_only,covered
Q25503595,Q22698,1,P17+P131,covered
Q25503595,Q174782,1,P17+P131,covered
Q65980114,Q839954,1,P17+P131,covered
Q12574615,Q4414032,1,P17+P131,covered
Q13646896,Q130212458,1,P17+P131,covered
Q13646992,Q130212458,1,P17+P131,covered
Q13647871,Q130212458,1,P17+P131,covered
Q13647955,Q130212458,1,P17+P131,covered
Q13648030,Q130212458,1,P17+P131,covered
Q13648038,Q130212458,1,P17+P131,covered
Q13648083,Q130212458,1,P17+P131,covered
Q13662879,Q130212458,1,P17+P131,covered
Q13662886,Q130212458,1,P17+P131,covered
Q13662893,Q486972,1,P17+P131,covered
Q13662893,Q130212458,1,P17+P131,covered
Q13662907,Q486972,1,P17+P131,covered
Q13662907,Q130212458,1,P17+P131,covered
Q13662937,Q130212458,1,P17+P131,covered
Q13662939,Q130212458,1,P17+P131,covered
Q13663167,Q130212458,1,P17+P131,covered
Q17517454,Q130212458,1,P17+P131,covered
Q20098098,Q4414032,1,P17+P131,covered
Q20098109,Q4414032,1,P17+P131,covered
Q21371563,Q153562,1,P17+P131,covered
Q183468,Q135408445,1,P17_only,covered
Q800370,Q55488,1,P17+P131,covered
Q800371,Q55488,1,P17+P131,covered
Q13640735,Q130212458,1,P17+P131,covered
Q13645930,Q130212458,1,P17+P131,covered
Q13646522,Q130212458,1,P17+P131,covered
Q13646744,Q130212458,1,P17+P131,covered
Q13647004,Q130212458,1,P17+P131,covered
Q13648093,Q130212458,1,P17+P131,covered
Q13651724,Q130212458,1,P17+P131,covered
Q13663013,Q130212458,1,P17+P131,covered
Q13663140,Q130212458,1,P17+P131,covered
Q13663142,Q130212458,1,P17+P131,covered
Q13663144,Q130212458,1,P17+P131,covered
Q13663147,Q486972,1,P17+P131,covered
Q13663147,Q130212458,1,P17+P131,covered
Q13663154,Q130212458,1,P17+P131,covered
Q13663156,Q130212458,1,P17+P131,covered
Q13663158,Q130212458,1,P17+P131,covered
Q13663162,Q130212458,1,P17+P131,covered
Q13663164,Q130212458,1,P17+P131,covered
Q13663172,Q130212458,1,P17+P131,covered
Q13663174,Q130212458,1,P17+P131,covered
Q13663175,Q130212458,1,P17+P131,covered
Q13663179,Q130212458,1,P17+P131,covered
Q13663182,Q130212458,1,P17+P131,covered
Q13663186,Q130212458,1,P17+P131,covered
Q13663188,Q486972,1,P17+P131,covered
Q13663188,Q130212458,1,P17+P131,covered
Q13663191,Q130212458,1,P17+P131,covered
Q13663350,Q130212458,1,P17+P131,covered
Q13663352,Q486972,1,P17+P131,covered
Q13663352,Q130212458,1,P17+P131,covered
Q16682773,Q486972,1,P17+P131,covered
Q16682773,Q130212458,1,P17+P131,covered
Q143833,Q22687,1,P17_only,covered
Q143833,Q4830453,1,P17_only,covered
Q143833,Q6881511,1,P17_only,covered
Q895797,Q27020041,1,P131_only,covered
Q4063031,Q473972,1,P17+P131,covered
Q4063031,Q112128334,1,P17+P131,covered
Q13646891,Q130212458,1,P17+P131,covered
Q13646898,Q130212458,1,P17+P131,covered
Q13646989,Q130212458,1,P17+P131,covered
Q13647499,Q130212458,1,P17+P131,covered
Q13647502,Q130212458,1,P17+P131,covered
Q13647953,Q130212458,1,P17+P131,covered
Q13648000,Q130212458,1,P17+P131,covered
Q13648003,Q130212458,1,P17+P131,covered
Q13648023,Q130212458,1,P17+P131,covered
Q13648073,Q130212458,1,P17+P131,covered
Q13648101,Q130212458,1,P17+P131,covered
Q16431907,Q55488,1,P17+P131,covered
Q16431962,Q4414032,1,P17+P131,covered
Q1048471,Q66374263,1,P17_only,covered
Q2108711,Q27020041,1,P17_only,covered
Q4536488,Q55958305,1,P17_only,covered
Q13646886,Q130212458,1,P17+P131,covered
Q13646988,Q130212458,1,P17+P131,covered
Q13646997,Q130212458,1,P17+P131,covered
Q13647505,Q130212458,1,P17+P131,covered
Q13647863,Q130212458,1,P17+P131,covered
Q13647948,Q130212458,1,P17+P131,covered
Q13648028,Q130212458,1,P17+P131,covered
Q13648076,Q130212458,1,P17+P131,covered
Q16431013,Q7075,1,P17+P131,covered
Q16431590,Q4414032,1,P17_only,covered
Q16699101,Q4414032,1,P17+P131,covered
Q20098372,Q4414032,1,P17+P131,covered
Q20098686,Q4414032,1,P17+P131,covered
Q30972374,Q4414032,1,P17+P131,covered
Q30974455,Q4414032,1,P17+P131,covered
Q30975023,Q4414032,1,P17+P131,covered
Q32216964,Q4022,1,P17_only,covered
Q56368746,Q4414032,1,P17+P131,covered
Q13646996,Q22674925,1,P17+P131,covered
Q13646996,Q130212458,1,P17+P131,covered
Q13647440,Q130212458,1,P17+P131,covered
Q13647507,Q130212458,1,P17+P131,covered
Q13647868,Q130212458,1,P17+P131,covered
Q13648013,Q130212458,1,P17+P131,covered
Q16700609,Q4414032,1,P17+P131,covered
Q20098457,Q4414032,1,P17+P131,covered
Q22204318,Q4414032,1,P17+P131,covered
Q30974373,Q4414032,1,P17+P131,covered
Q30975029,Q4414032,1,P17+P131,covered
Q4252248,Q130212458,1,P17+P131,covered
Q12540903,Q486972,1,P131_only,covered
Q12540903,Q130212458,1,P131_only,covered
Q13646999,Q130212458,1,P17+P131,covered
Q13647434,Q130212458,1,P17+P131,covered
Q13647439,Q130212458,1,P17+P131,covered
Q13648032,Q130212458,1,P17+P131,covered
Q13648096,Q130212458,1,P17+P131,covered
Q15617587,Q486972,1,P17+P131,covered
Q15617587,Q130212458,1,P17+P131,covered
Q16433234,Q486972,1,P17+P131,covered
Q16433234,Q130212458,1,P17+P131,covered
Q4235245,Q2385804,1,P17+P131,covered
Q12134265,Q130212458,1,P17+P131,covered
Q13646054,Q130212458,1,P17+P131,covered
Q13646994,Q130212458,1,P17+P131,covered
Q13647861,Q130212458,1,P17+P131,covered
Q13647962,Q130212458,1,P17+P131,covered
Q13647995,Q130212458,1,P17+P131,covered
Q13648015,Q130212458,1,P17+P131,covered
Q13648026,Q130212458,1,P17+P131,covered
Q13648035,Q130212458,1,P17+P131,covered
Q13648088,Q130212458,1,P17+P131,covered
Q15851289,Q15043657,1,P17_only,covered
Q16707101,Q130212458,1,P17+P131,covered
Q23929299,Q4022,1,P17_only,covered
Q13646688,Q130212458,1,P17+P131,covered
Q13647992,Q130212458,1,P17+P131,covered
Q13647997,Q130212458,1,P17+P131,covered
Q13651700,Q130212458,1,P17+P131,covered
Q13651849,Q130212458,1,P17+P131,covered
Q13651865,Q130212458,1,P17+P131,covered
Q13652078,Q130212458,1,P17+P131,covered
Q13652523,Q130212458,1,P131_only,covered
Q15918900,Q486972,1,P17+P131,covered
Q15918900,Q130212458,1,P17+P131,covered
Q20098153,Q4414032,1,P17+P131,covered
Q22201678,Q4414032,1,P17+P131,covered
Q22203135,Q4414032,1,P17+P131,covered
Q30974360,Q4414032,1,P17+P131,covered
Q32212832,Q131681,1,P17_only,covered
Q56368778,Q4414032,1,P17+P131,covered
Q13649099,Q130212458,1,P17+P131,covered
Q13648078,Q130212458,1,P17+P131,covered
Q16541030,Q27020041,1,P131_only,covered
Q13647510,Q130212458,1,P17+P131,covered
Q13647945,Q130212458,1,P17+P131,covered
Q13647965,Q130212458,1,P17+P131,covered
Q13648008,Q130212458,1,P17+P131,covered
Q13646889,Q130212458,1,P17+P131,covered
Q13646894,Q130212458,1,P17+P131,covered
Q13647950,Q21507948,1,P17+P131,covered
Q13647950,Q130212458,1,P17+P131,covered
Q13647957,Q130212458,1,P17+P131,covered
Q13647959,Q130212458,1,P17+P131,covered
Q13648018,Q130212458,1,P17+P131,covered
Q16691614,Q4414032,1,P17+P131,covered
Q20098145,Q4414032,1,P17+P131,covered
Q20098146,Q4414032,1,P17+P131,covered
Q20098150,Q4414032,1,P17+P131,covered
Q20098151,Q4414032,1,P17+P131,covered
Q8134211,Q130212458,1,P17+P131,covered
Q13643767,Q130212458,1,P17+P131,covered
Q13663119,Q486972,1,P17+P131,covered
Q13663119,Q130212458,1,P17+P131,covered
Q13663960,Q130212458,1,P17+P131,covered
Q13663962,Q130212458,1,P17+P131,covered
Q13663968,Q130212458,1,P17+P131,covered
Q13663970,Q130212458,1,P17+P131,covered
Q13663972,Q130212458,1,P17+P131,covered
Q13663978,Q130212458,1,P17+P131,covered
Q13663979,Q130212458,1,P17+P131,covered
Q13663981,Q130212458,1,P17+P131,covered
Q13663984,Q130212458,1,P17+P131,covered
Q13663986,Q130212458,1,P17+P131,covered
Q13663991,Q130212458,1,P17+P131,covered
Q13663993,Q130212458,1,P17+P131,covered
Q13664007,Q130212458,1,P17+P131,covered
Q13664009,Q130212458,1,P17+P131,covered
Q13664010,Q130212458,1,P17+P131,covered
Q13664012,Q130212458,1,P17+P131,covered
Q13664014,Q130212458,1,P17+P131,covered
Q13664016,Q486972,1,P17+P131,covered
Q13664016,Q130212458,1,P17+P131,covered
Q13664024,Q130212458,1,P17+P131,covered
Q13664027,Q130212458,1,P17+P131,covered
Q13664029,Q130212458,1,P17+P131,covered
Q13664031,Q130212458,1,P17+P131,covered
Q13664032,Q130212458,1,P17+P131,covered
Q13664034,Q130212458,1,P17+P131,covered
Q13664037,Q486972,1,P17+P131,covered
Q13664037,Q130212458,1,P17+P131,covered
Q13664041,Q486972,1,P17+P131,covered
Q13664041,Q130212458,1,P17+P131,covered
Q13664043,Q130212458,1,P17+P131,covered
Q13664045,Q130212458,1,P17+P131,covered
Q13664047,Q130212458,1,P17+P131,covered
Q13664051,Q130212458,1,P17+P131,covered
Q16431147,Q486972,1,P17+P131,covered
Q16431147,Q130212458,1,P17+P131,covered
Q16433190,Q130212458,1,P17+P131,covered
Q16434274,Q486972,1,P17+P131,covered
Q16434274,Q130212458,1,P17+P131,covered
Q16692979,Q4414032,1,P17+P131,covered
Q16707064,Q4414032,1,P17+P131,covered
Q20098261,Q4414032,1,P17+P131,covered
Q20098574,Q4414032,1,P17+P131,covered
Q20098678,Q4414032,1,P17+P131,covered
Q55835052,Q4022,1,P17_only,covered
Q56368948,Q4414032,1,P17+P131,covered
Q61366669,Q4414032,1,P17+P131,covered
Q98073081,Q3257686,1,P131_only,covered
Q128500,Q46831,1,P17_only,covered
Q12556408,Q4414032,1,P17+P131,covered
Q12682960,Q486972,1,P17+P131,covered
Q12682960,Q130212458,1,P17+P131,covered
Q13663988,Q130212458,1,P17+P131,covered
Q13664374,Q130212458,1,P17+P131,covered
Q13664375,Q130212458,1,P17+P131,covered
Q13664413,Q130212458,1,P17+P131,covered
Q13664434,Q130212458,1,P17+P131,covered
Q16433768,Q4414032,1,P17+P131,covered
Q16434494,Q486972,1,P17+P131,covered
Q16434494,Q130212458,1,P17+P131,covered
Q20098149,Q4414032,1,P17+P131,covered
Q22200679,Q4414032,1,P17+P131,covered
Q56368743,Q4414032,1,P17+P131,covered
Q98073066,Q4022,1,P131_only,covered
Q13664318,Q130212458,1,P17+P131,covered
Q13664379,Q130212458,1,P17+P131,covered
Q13664385,Q486972,1,P17+P131,covered
Q13664385,Q130212458,1,P17+P131,covered
Q13664393,Q130212458,1,P17+P131,covered
Q13664395,Q130212458,1,P17+P131,covered
Q13664397,Q486972,1,P17+P131,covered
Q13664397,Q130212458,1,P17+P131,covered
Q13664400,Q130212458,1,P17+P131,covered
Q13664419,Q130212458,1,P17+P131,covered
Q13664423,Q130212458,1,P17+P131,covered
Q13664442,Q130212458,1,P17+P131,covered
Q13664444,Q130212458,1,P17+P131,covered
Q16651375,Q130212458,1,P17+P131,covered
Q16657130,Q486972,1,P17+P131,covered
Q16657130,Q130212458,1,P17+P131,covered
Q483322,Q2643128,1,P17+P131,covered
Q13359454,Q130212458,1,P131_only,covered
Q13359480,Q130212458,1,P131_only,covered
Q13648843,Q130212458,1,P17+P131,covered
Q13648845,Q130212458,1,P17+P131,covered
Q13648909,Q130212458,1,P17+P131,covered
Q13649018,Q130212458,1,P17+P131,covered
Q13649030,Q130212458,1,P17+P131,covered
Q20098498,Q4414032,1,P17+P131,covered
Q302045,Q3502482,1,P17_only,covered
Q302045,Q52110228,1,P17_only,covered
Q4469921,Q130212458,1,P17+P131,covered
Q4506381,Q130212458,1,P17+P131,covered
Q7506334,Q130212458,1,P17+P131,covered
Q13359507,Q130212458,1,P131_only,covered
Q13359520,Q130212458,1,P17+P131,covered
Q13646543,Q130212458,1,P17+P131,covered
Q13646629,Q130212458,1,P17+P131,covered
Q13649450,Q21507948,1,P17+P131,covered
Q13649450,Q130212458,1,P17+P131,covered
Q13649452,Q21507948,1,P17+P131,covered
Q13649452,Q130212458,1,P17+P131,covered
Q13648989,Q130212458,1,P17+P131,covered
Q13649001,Q130212458,1,P17+P131,covered
Q16432278,Q4022,1,P17_only,covered
Q20098477,Q4414032,1,P17+P131,covered
Q17070951,Q376935,1,P17_only,covered
Q18407574,Q486972,1,P17+P131,covered
Q18407574,Q130212458,1,P17+P131,covered
Q13648992,Q130212458,1,P17+P131,covered
Q13664728,Q130212458,1,P17+P131,covered
Q25482631,Q2519340,1,P17+P131,covered
Q13648983,Q130212458,1,P17+P131,covered
Q13648986,Q130212458,1,P17+P131,covered
Q13649003,Q130212458,1,P17+P131,covered
Q13664381,Q486972,1,P17+P131,covered
Q13664381,Q130212458,1,P17+P131,covered
Q16433064,Q8502,1,P17_only,covered
Q16699070,Q4414032,1,P17+P131,covered
Q27348159,Q8502,1,P17_only,covered
Q27348159,Q75520,1,P17_only,covered
Q4273751,Q162875,1,P17+P131,covered
Q13649076,Q130212458,1,P17+P131,covered
Q13649441,Q130212458,1,P17+P131,covered
Q13649442,Q130212458,1,P17+P131,covered
Q13649444,Q130212458,1,P17+P131,covered
Q13664389,Q130212458,1,P17+P131,covered
Q13664391,Q130212458,1,P17+P131,covered
Q13664402,Q130212458,1,P17+P131,covered
Q18170499,Q162875,1,P17+P131,covered
Q25482733,Q11410,1,P17_only,covered
Q16432678,Q8502,1,P17_only,covered
Q25482884,Q486972,1,P17_only,covered
Q25482884,Q130212458,1,P17_only,covered
Q25482915,Q34379419,1,P17_only,covered
Q33050,Q33742,1,P17_only,covered
Q33050,Q1288568,1,P17_only,covered
Q33050,Q2748296,1,P17_only,covered
Q16434189,Q12518,1,P17+P131,covered
Q65255831,Q12765911,1,P17_only,covered
Q4230441,Q1060829,1,P17+P131,covered
Q4230441,Q1378975,1,P17+P131,covered
Q4230441,Q1763828,1,P17+P131,covered
Q25483121,Q239582,1,P17_only,covered
Q25483519,Q8502,1,P17_only,covered
Q13648913,Q130212458,1,P17+P131,covered
Q13648915,Q130212458,1,P17+P131,covered
Q13648917,Q130212458,1,P17+P131,covered
Q13649012,Q130212458,1,P17+P131,covered
Q13649016,Q130212458,1,P17+P131,covered
Q16650841,Q486972,1,P17+P131,covered
Q16650841,Q130212458,1,P17+P131,covered
Q13648972,Q130212458,1,P17+P131,covered
Q13648973,Q130212458,1,P17+P131,covered
Q13649006,Q130212458,1,P17+P131,covered
Q13655708,Q130212458,1,P17+P131,covered
Q13664404,Q130212458,1,P17+P131,covered
Q13664432,Q130212458,1,P17+P131,covered
Q13664436,Q130212458,1,P17+P131,covered
Q15918909,Q130212458,1,P17+P131,covered
Q16716543,Q130212458,1,P17+P131,covered
Q13648967,Q130212458,1,P17+P131,covered
Q13648969,Q130212458,1,P17+P131,covered
Q13648975,Q130212458,1,P17+P131,covered
Q13648977,Q130212458,1,P17+P131,covered
Q13648980,Q130212458,1,P17+P131,covered
Q13649431,Q130212458,1,P17+P131,covered
Q13649582,Q130212458,1,P17+P131,covered
Q13649584,Q130212458,1,P17+P131,covered
Q13649587,Q130212458,1,P17+P131,covered
Q13648833,Q130212458,1,P17+P131,covered
Q13648834,Q130212458,1,P17+P131,covered
Q13648831,Q130212458,1,P17+P131,covered
Q15748312,Q21507948,1,P17+P131,covered
Q15748312,Q130212458,1,P17+P131,covered
Q20486088,Q8502,1,P17_only,covered
Q13648911,Q130212458,1,P17+P131,covered
Q13649438,Q130212458,1,P17+P131,covered
Q16432155,Q473972,1,P17+P131,covered
Q16432155,Q7212557,1,P17+P131,covered
Q16432155,Q112128334,1,P17+P131,covered
Q4114116,Q34038,1,P17_only,covered
Q13359451,Q130212458,1,P131_only,covered
Q13359458,Q130212458,1,P131_only,covered
Q13642081,Q130212458,1,P17+P131,covered
Q13648920,Q130212458,1,P17+P131,covered
Q13648922,Q130212458,1,P17+P131,covered
Q13648924,Q130212458,1,P17+P131,covered
Q13649286,Q130212458,1,P17+P131,covered
Q13649433,Q130212458,1,P17+P131,covered
Q13649437,Q130212458,1,P17+P131,covered
Q25485074,Q730038,1,P17_only,covered
Q13648209,Q130212458,1,P17+P131,covered
Q13648216,Q130212458,1,P17+P131,covered
Q13648248,Q130212458,1,P17+P131,covered
Q13648253,Q130212458,1,P17+P131,covered
Q13648256,Q130212458,1,P17+P131,covered
Q13648259,Q130212458,1,P17+P131,covered
Q13648267,Q130212458,1,P17+P131,covered
Q13648269,Q130212458,1,P17+P131,covered
Q13648288,Q130212458,1,P17+P131,covered
Q13648150,Q130212458,1,P17+P131,covered
Q13648152,Q130212458,1,P17+P131,covered
Q13648160,Q130212458,1,P17+P131,covered
Q13648250,Q130212458,1,P17+P131,covered
Q13648290,Q130212458,1,P17+P131,covered
Q13652116,Q130212458,1,P17+P131,covered
Q16431649,Q130212458,1,P17+P131,covered
Q20485851,Q12021235,1,P17+P131,covered
Q25485226,Q53060,1,P17+P131,covered
Q13652114,Q130212458,1,P17+P131,covered
Q13652214,Q130212458,1,P17+P131,covered
Q13652220,Q130212458,1,P17+P131,covered
Q13652222,Q130212458,1,P17+P131,covered
Q13652223,Q130212458,1,P17+P131,covered
Q13652225,Q130212458,1,P17+P131,covered
Q13652228,Q130212458,1,P17+P131,covered
Q13652230,Q130212458,1,P17+P131,covered
Q13652233,Q130212458,1,P17+P131,covered
Q13652247,Q130212458,1,P17+P131,covered
Q13652249,Q130212458,1,P17+P131,covered
Q13652251,Q130212458,1,P17+P131,covered
Q13652303,Q130212458,1,P17+P131,covered
Q13652305,Q486972,1,P17+P131,covered
Q13652305,Q130212458,1,P17+P131,covered
Q13652307,Q130212458,1,P17+P131,covered
Q13652309,Q130212458,1,P131_only,covered
Q13652310,Q130212458,1,P17+P131,covered
Q13652697,Q130212458,1,P131_only,covered
Q16071059,Q130212458,1,P131_only,covered
Q25485418,Q4989906,1,P17+P131,covered
Q13649760,Q130212458,1,P17+P131,covered
Q13652235,Q130212458,1,P17+P131,covered
Q13652237,Q130212458,1,P17+P131,covered
Q13652312,Q130212458,1,P131_only,covered
Q13652333,Q130212458,1,P131_only,covered
Q13652334,Q130212458,1,P131_only,covered
Q13652661,Q130212458,1,P131_only,covered
Q13652664,Q130212458,1,P131_only,covered
Q13652673,Q130212458,1,P131_only,covered
Q13652694,Q130212458,1,P131_only,covered
Q13655721,Q130212458,1,P17+P131,covered
Q16431680,Q35666,1,P17+P131,covered
Q16431728,Q8502,1,P17_only,covered
Q20485054,Q4022,1,P17_only,covered
Q4213697,Q483110,1,P17+P131,covered
Q4214313,Q211748,1,P17_only,covered
Q12535776,Q130212458,1,P17+P131,covered
Q13359421,Q130212458,1,P131_only,covered
Q13649762,Q130212458,1,P17+P131,covered
Q13649868,Q130212458,1,P17+P131,covered
Q13649870,Q130212458,1,P17+P131,covered
Q13649872,Q21507948,1,P17+P131,covered
Q13649872,Q130212458,1,P17+P131,covered
Q13650000,Q130212458,1,P17+P131,covered
Q13650007,Q130212458,1,P17+P131,covered
Q13651590,Q130212458,1,P17+P131,covered
Q13650010,Q130212458,1,P17+P131,covered
Q13650012,Q130212458,1,P17+P131,covered
Q13650015,Q130212458,1,P17+P131,covered
Q13650017,Q130212458,1,P17+P131,covered
Q13650021,Q130212458,1,P17+P131,covered
Q25504039,Q4022,1,P17+P131,covered
Q3412428,Q130212458,1,P17+P131,covered
Q13650106,Q21507948,1,P17+P131,covered
Q13650106,Q130212458,1,P17+P131,covered
Q13650103,Q130212458,1,P17+P131,covered
Q13650108,Q21507948,1,P17+P131,covered
Q13650108,Q130212458,1,P17+P131,covered
Q32190981,Q4022,1,P17_only,covered
Q20485150,Q7212557,1,P131_only,covered
Q20485150,Q112128334,1,P131_only,covered
Q20486046,Q8502,1,P17_only,covered
Q13650111,Q130212458,1,P17+P131,covered
Q13650115,Q130212458,1,P17+P131,covered
Q13650120,Q130212458,1,P17+P131,covered
Q13650123,Q130212458,1,P17+P131,covered
Q13650282,Q130212458,1,P17+P131,covered
Q13650285,Q21507948,1,P17+P131,covered
Q13650285,Q130212458,1,P17+P131,covered
Q13650442,Q130212458,1,P17+P131,covered
Q13650445,Q130212458,1,P17+P131,covered
Q13650448,Q130212458,1,P17+P131,covered
Q20484846,Q8502,1,P17_only,covered
Q1937063,Q2399523,1,P17_only,covered
Q1937063,Q6867185,1,P17_only,covered
Q4294602,Q137794598,1,P17_only,covered
Q13650450,Q130212458,1,P17+P131,covered
Q13650453,Q130212458,1,P17+P131,covered
Q13650455,Q130212458,1,P17+P131,covered
Q13650458,Q130212458,1,P17+P131,covered
Q13650461,Q130212458,1,P17+P131,covered
Q13650464,Q130212458,1,P17+P131,covered
Q13650467,Q130212458,1,P17+P131,covered
Q13650469,Q21507948,1,P17+P131,covered
Q13650469,Q130212458,1,P17+P131,covered
Q27348402,Q1402592,1,P17_only,covered
Q13359412,Q130212458,1,P131_only,covered
Q13650511,Q130212458,1,P17+P131,covered
Q13650514,Q130212458,1,P17+P131,covered
Q13650516,Q130212458,1,P17+P131,covered
Q13650519,Q130212458,1,P17+P131,covered
Q13650525,Q130212458,1,P17+P131,covered
Q13650528,Q130212458,1,P17+P131,covered
Q13359440,Q130212458,1,P131_only,covered
Q13650548,Q130212458,1,P17+P131,covered
Q13650551,Q130212458,1,P17+P131,covered
Q13650555,Q130212458,1,P17+P131,covered
Q13651517,Q130212458,1,P17+P131,covered
Q13651519,Q130212458,1,P17+P131,covered
Q13651521,Q130212458,1,P17+P131,covered
Q13651522,Q130212458,1,P17+P131,covered
Q13651588,Q130212458,1,P17+P131,covered
Q25487554,Q12137573,1,P17_only,covered
Q25487687,Q34379419,1,P17_only,covered
Q25504110,Q8502,1,P17_only,covered
Q13649758,Q130212458,1,P17+P131,covered
Q13651581,Q130212458,1,P17+P131,covered
Q13651583,Q130212458,1,P17+P131,covered
Q13651585,Q21507948,1,P17+P131,covered
Q13651585,Q130212458,1,P17+P131,covered
Q13651586,Q130212458,1,P17+P131,covered
Q13651592,Q21507948,1,P17+P131,covered
Q13651592,Q130212458,1,P17+P131,covered
Q16681910,Q130212458,1,P17+P131,covered
Q25487895,Q34379419,1,P17_only,covered
Q3729154,Q4022,1,P17_only,covered
Q20486076,Q7212557,1,P17+P131,covered
Q20486076,Q112128334,1,P17+P131,covered
Q32187247,Q4022,1,P17_only,covered
Q18401848,Q130212458,1,P17+P131,covered
Q23958886,Q4022,1,P17_only,covered
Q25487951,Q4022,1,P17_only,covered
Q23958889,Q4022,1,P17_only,covered
Q25488158,Q1365924,1,P17_only,covered
Q13648469,Q130212458,1,P17+P131,covered
Q13648472,Q130212458,1,P17+P131,covered
Q25488510,Q35666,1,P17+P131,covered
Q20484407,Q2643128,1,P17+P131,covered
Q27352659,Q2643128,1,P131_only,covered
Q27352659,Q20719675,1,P131_only,covered
Q3644611,Q130212458,1,P17+P131,covered
Q13642092,Q130212458,1,P17+P131,covered
