qid,in_p17,in_p131,relation_group,has_kkwiki
Q25492943,1,0,P17_only,1
Q4849722,1,0,P17_only,0
Q20098399,1,1,P17+P131,1
Q18401301,1,1,P17+P131,1
Q32217090,1,0,P17_only,0
Q27356928,1,0,P17_only,0
Q28520112,1,1,P17+P131,0
Q13665079,1,1,P17+P131,1
Q135828689,1,0,P17_only,0
Q12574527,1,0,P17_only,1
Q16662769,1,1,P17+P131,0
Q16434290,1,1,P17+P131,1
Q27353868,1,1,P17+P131,0
Q12578281,1,0,P17_only,1
Q137527271,1,0,P17_only,0
Q27348156,1,0,P17_only,0
Q190791,1,1,P17+P131,1
Q6351974,1,1,P17+P131,1
Q27351952,1,0,P17_only,0
Q12574316,1,0,P17_only,1
Q18173008,1,1,P17+P131,0
Q16272329,0,1,P131_only,0
Q32200473,1,0,P17_only,0
Q32214697,1,1,P17+P131,0
Q28671105,1,0,P17_only,1
Q12544767,0,1,P131_only,1
Q32212619,1,0,P17_only,0
Q30975079,1,1,P17+P131,1
Q135829864,1,0,P17_only,0
Q27348435,1,0,P17_only,1
Q136606689,1,1,P17+P131,0
Q16434529,1,0,P17_only,1
Q13655896,1,1,P17+P131,1
Q27351735,1,0,P17_only,0
Q64197505,1,0,P17_only,1
Q12559111,1,1,P17+P131,1
Q32215996,1,0,P17_only,0
Q27354868,1,0,P17_only,0
Q32217487,1,0,P17_only,0
Q12547930,1,0,P17_only,1
Q32217706,1,0,P17_only,0
Q12547600,1,1,P17+P131,1
Q16661621,1,1,P17+P131,1
Q20486075,1,0,P17_only,1
Q13663152,1,1,P17+P131,1
Q12557402,1,0,P17_only,1
Q32177259,1,0,P17_only,0
Q4294837,1,0,P17_only,1
Q123363835,1,0,P17_only,0
Q16638435,0,1,P131_only,1
Q125612203,1,0,P17_only,0
Q135828516,1,0,P17_only,0
Q30973846,1,1,P17+P131,1
Q13650012,1,1,P17+P131,1
Q27431002,1,1,P17+P131,0
Q1907069,1,1,P17+P131,1
Q108783950,1,1,P17+P131,0
Q16691115,1,1,P17+P131,1
Q18406708,1,1,P17+P131,1
Q32190154,1,0,P17_only,1
Q132444398,1,1,P17+P131,1
Q17749633,1,1,P17+P131,1
Q16661739,1,1,P17+P131,1
Q13663164,1,1,P17+P131,1
Q108960160,1,0,P17_only,0
Q123363714,1,0,P17_only,0
Q12579474,1,0,P17_only,1
Q12528693,1,0,P17_only,1
Q16688205,1,1,P17+P131,1
Q13640634,0,1,P131_only,1
Q18409135,1,1,P17+P131,1
Q56368500,1,1,P17+P131,1
Q12543577,1,0,P17_only,1
Q13640971,1,1,P17+P131,1
Q9081921,1,0,P17_only,0
Q16434601,1,0,P17_only,1
Q56368491,1,1,P17+P131,1
Q135828448,1,0,P17_only,0
Q124255845,1,0,P17_only,0
Q16706981,1,1,P17+P131,1
Q18400612,1,1,P17+P131,1
Q16273783,1,1,P17+P131,1
Q30592118,1,0,P17_only,0
Q15784208,1,0,P17_only,0
Q16691614,1,1,P17+P131,1
Q16271862,0,1,P131_only,1
Q13655922,1,1,P17+P131,1
Q5763760,1,1,P17+P131,0
Q1112158,1,1,P17+P131,1
Q12545896,1,1,P17+P131,1
Q19917153,0,1,P131_only,1
Q27430848,1,0,P17_only,0
Q13308952,0,1,P131_only,1
Q13642149,1,1,P17+P131,1
Q16699133,1,1,P17+P131,1
Q16690562,1,1,P17+P131,1
Q30972482,1,1,P17+P131,1
Q12572764,1,0,P17_only,1
Q12543602,1,0,P17_only,1
Q60850979,1,0,P17_only,1
Q135828764,1,0,P17_only,0
Q32216832,1,0,P17_only,0
Q55833251,1,0,P17_only,0
Q55833267,1,0,P17_only,0
Q2556173,1,1,P17+P131,1
Q16433059,1,0,P17_only,1
Q13646959,1,1,P17+P131,1
Q12574704,1,0,P17_only,1
Q12532084,1,0,P17_only,1
Q13643389,1,1,P17+P131,1
Q16636185,0,1,P131_only,1
Q2549644,1,1,P17+P131,1
Q123363475,1,0,P17_only,0
Q12575058,1,0,P17_only,1
Q135828584,1,0,P17_only,0
Q870360,1,0,P17_only,0
Q12530536,1,1,P17+P131,1
Q135828892,1,0,P17_only,0
Q65266042,1,0,P17_only,0
Q16681873,1,1,P17+P131,1
Q32205559,1,0,P17_only,0
Q11369710,1,1,P17+P131,1
Q16677531,1,1,P17+P131,0
Q13655784,1,1,P17+P131,1
Q20098258,1,1,P17+P131,1
Q133878966,1,1,P17+P131,1
Q108887497,1,1,P17+P131,0
Q32178176,1,0,P17_only,0
Q12274087,1,0,P17_only,1
Q13651823,1,1,P17+P131,1
Q13647321,1,1,P17+P131,1
Q16710542,1,1,P17+P131,1
Q27357064,1,0,P17_only,0
Q136090695,1,0,P17_only,0
Q27430576,1,0,P17_only,0
Q30973011,1,1,P17+P131,1
Q20485935,1,0,P17_only,1
Q13646524,1,1,P17+P131,1
Q13655928,1,1,P17+P131,1
Q20077371,1,1,P17+P131,1
Q32219204,1,1,P17+P131,0
Q18407920,1,1,P17+P131,0
Q25531034,1,0,P17_only,1
Q12574635,1,1,P17+P131,1
Q12575809,1,1,P17+P131,1
Q2556317,1,1,P17+P131,1
Q16431783,1,0,P17_only,1
Q18399908,1,1,P17+P131,0
Q13646555,1,1,P17+P131,1
Q135829934,1,0,P17_only,0
Q4178708,1,1,P17+P131,1
Q13308961,0,1,P131_only,1
Q12532201,1,1,P17+P131,1
Q27350627,1,0,P17_only,1
Q120883946,1,0,P17_only,0
Q64188001,1,0,P17_only,0
Q12357414,1,0,P17_only,0
Q16665762,1,1,P17+P131,1
Q16431780,1,0,P17_only,1
Q16663639,1,1,P17+P131,1
Q16434714,1,0,P17_only,1
Q32200818,1,0,P17_only,0
Q16661996,1,1,P17+P131,1
Q2175405,1,0,P17_only,0
Q32178346,1,1,P17+P131,0
Q12535836,1,0,P17_only,1
Q28125552,1,1,P17+P131,0
Q4343037,1,0,P17_only,1
Q16666225,1,1,P17+P131,1
Q27357880,1,0,P17_only,1
Q20484238,1,0,P17_only,1
Q2554534,1,1,P17+P131,1
Q16433580,1,0,P17_only,1
Q4213401,1,0,P17_only,1
Q16273738,1,1,P17+P131,0
Q99564761,0,1,P131_only,0
Q27351845,1,1,P17+P131,0
Q12579490,1,0,P17_only,1
Q4244492,1,1,P17+P131,1
Q16431851,1,0,P17_only,1
Q16691470,1,1,P17+P131,1
Q16665230,1,1,P17+P131,1
Q108533881,1,0,P17_only,0
Q16700993,1,0,P17_only,0
Q6389184,1,1,P17+P131,1
Q61890453,1,0,P17_only,0
Q16690618,1,1,P17+P131,1
Q27430808,1,0,P17_only,0
Q16665638,1,1,P17+P131,1
Q27357248,1,0,P17_only,0
Q16690868,1,1,P17+P131,1
Q32202775,1,0,P17_only,0
Q16708261,1,1,P17+P131,1
Q123363612,1,0,P17_only,0
Q59771880,1,0,P17_only,0
Q15856776,1,0,P17_only,0
Q97165900,1,1,P17+P131,0
Q27356891,1,0,P17_only,0
Q13652083,1,1,P17+P131,1
Q64149206,1,0,P17_only,0
Q13642207,1,1,P17+P131,1
Q13651714,1,1,P17+P131,1
Q123363872,1,0,P17_only,0
Q13649126,1,1,P17+P131,1
Q137049284,1,0,P17_only,0
Q20462716,1,0,P17_only,0
Q32177797,1,0,P17_only,0
Q13643365,1,1,P17+P131,0
Q2554428,1,1,P17+P131,1
Q13656068,1,1,P17+P131,1
Q27356947,1,0,P17_only,0
Q35321174,1,0,P17_only,0
Q27351659,1,0,P17_only,0
Q32197880,1,0,P17_only,0
Q521878,1,1,P17+P131,1
Q16648425,1,1,P17+P131,1
Q13645828,1,1,P17+P131,1
Q28668911,1,0,P17_only,0
Q32215090,1,0,P17_only,0
Q32197445,1,1,P17+P131,0
Q27356948,1,0,P17_only,0
Q61368385,1,1,P17+P131,1
Q27351846,1,0,P17_only,0
Q16702121,1,1,P17+P131,1
Q12571232,1,1,P17+P131,1
Q32214417,1,0,P17_only,0
Q16656773,1,1,P17+P131,1
Q13651990,1,1,P17+P131,1
Q16656274,1,1,P17+P131,0
Q16697408,1,1,P17+P131,1
Q13648975,1,1,P17+P131,1
Q4509385,1,0,P17_only,1
Q20485062,1,0,P17_only,1
Q65156147,1,0,P17_only,0
Q12546323,1,0,P17_only,1
Q13646155,0,1,P131_only,1
Q16432255,1,0,P17_only,1
Q16651032,1,1,P17+P131,1
Q18408594,1,1,P17+P131,1
Q12565363,1,1,P17+P131,1
Q20485023,1,0,P17_only,1
Q18407506,1,1,P17+P131,1
Q16434339,1,0,P17_only,1
Q27357466,1,0,P17_only,0
Q32216215,1,1,P17+P131,0
Q12544132,0,1,P131_only,1
Q32189797,1,0,P17_only,0
Q12573546,1,0,P17_only,1
Q4227421,1,1,P17+P131,1
Q108798939,1,1,P17+P131,0
Q32218890,1,0,P17_only,1
Q27354891,1,0,P17_only,0
Q12545064,1,0,P17_only,1
Q111987794,1,0,P17_only,1
Q27354955,1,0,P17_only,0
Q4218840,1,1,P17+P131,1
Q108533795,1,0,P17_only,0
Q12574505,1,0,P17_only,1
Q18404750,1,1,P17+P131,1
Q16723864,1,1,P17+P131,1
Q115865746,1,0,P17_only,0
Q4947678,1,1,P17+P131,1
Q16678647,1,1,P17+P131,1
Q13662889,1,1,P17+P131,1
Q4521580,1,1,P17+P131,1
Q16702073,1,1,P17+P131,1
Q12702282,1,1,P17+P131,1
Q15845734,1,1,P17+P131,1
Q13643395,1,1,P17+P131,1
Q12534178,1,1,P17+P131,1
Q30973175,1,1,P17+P131,1
Q135829835,1,0,P17_only,0
Q27430829,1,0,P17_only,0
Q65254633,1,0,P17_only,0
Q12532203,1,0,P17_only,1
Q27354062,1,0,P17_only,0
Q16689582,1,1,P17+P131,1
Q27861148,1,0,P17_only,0
Q12533562,1,0,P17_only,1
Q27350943,1,0,P17_only,0
Q32208186,0,1,P131_only,0
Q12536939,1,1,P17+P131,1
Q12534607,1,0,P17_only,1
Q16661605,1,1,P17+P131,1
Q123363689,1,0,P17_only,0
Q18396453,1,1,P17+P131,1
Q67890014,1,0,P17_only,0
Q27356929,1,0,P17_only,0
Q55640228,1,0,P17_only,0
Q120262184,1,0,P17_only,0
Q16676431,1,1,P17+P131,1
Q27351208,1,0,P17_only,0
Q11498457,1,1,P17+P131,1
Q32219469,1,0,P17_only,0
Q485496,1,1,P17+P131,1
Q12528256,1,1,P17+P131,1
Q2656363,1,1,P17+P131,0
Q123225299,1,0,P17_only,0
Q13651772,1,1,P17+P131,1
Q12553372,1,0,P17_only,1
Q112004011,1,0,P17_only,0
Q12538480,1,1,P17+P131,1
Q27352803,1,0,P17_only,1
Q12561223,1,0,P17_only,1
Q954730,1,1,P17+P131,0
Q32175304,1,0,P17_only,0
Q48732609,1,0,P17_only,0
Q16704298,1,1,P17+P131,1
Q139584,1,0,P17_only,1
Q1395368,1,0,P17_only,1
Q27430529,1,0,P17_only,0
Q12559129,1,1,P17+P131,1
Q56367357,1,1,P17+P131,1
Q13647004,1,1,P17+P131,1
Q12572336,1,1,P17+P131,1
Q2053480,1,0,P17_only,0
Q12709597,1,0,P17_only,0
Q86662747,1,0,P17_only,0
Q16682657,1,1,P17+P131,1
Q32172880,1,1,P17+P131,0
Q16676686,1,1,P17+P131,1
Q20098244,1,1,P17+P131,1
Q12574389,1,0,P17_only,1
Q16431209,1,0,P17_only,1
Q129263003,1,0,P17_only,0
Q55239186,1,0,P17_only,0
Q12534110,1,0,P17_only,1
Q13382596,0,1,P131_only,1
Q13640808,1,1,P17+P131,1
Q12566803,1,0,P17_only,1
Q27430557,1,0,P17_only,0
Q15918928,1,1,P17+P131,1
Q12539512,1,0,P17_only,1
Q13648267,1,1,P17+P131,1
Q136346277,1,0,P17_only,0
Q16719179,1,1,P17+P131,1
Q27430820,1,0,P17_only,0
Q86666198,1,0,P17_only,0
Q55239330,1,0,P17_only,0
Q4275130,1,1,P17+P131,1
Q13653347,0,1,P131_only,1
Q30893172,1,0,P17_only,0
Q12532087,1,0,P17_only,1
Q1116019,1,0,P17_only,1
Q13664325,1,1,P17+P131,1
Q56366932,1,1,P17+P131,1
Q12532958,1,0,P17_only,1
Q16433532,1,0,P17_only,1
Q32214234,1,0,P17_only,0
Q12528536,1,1,P17+P131,1
Q12527992,1,0,P17_only,1
Q12577855,1,0,P17_only,1
Q27355052,1,0,P17_only,0
Q16431173,1,0,P17_only,1
Q35899,1,1,P17+P131,1
Q21103498,1,1,P17+P131,0
Q20021024,0,1,P131_only,0
Q20464482,1,0,P17_only,0
Q32213463,1,0,P17_only,0
Q12532666,1,0,P17_only,1
Q16434665,1,0,P17_only,1
Q16686362,1,1,P17+P131,1
Q20098221,1,1,P17+P131,1
Q1723567,1,0,P17_only,1
Q12578439,1,0,P17_only,1
Q127773218,1,0,P17_only,0
Q27351489,1,0,P17_only,0
Q4450400,1,1,P17+P131,1
Q61560,1,0,P17_only,1
Q4536527,1,0,P17_only,0
Q13666737,1,1,P17+P131,1
Q25495183,1,0,P17_only,1
Q12571228,1,1,P17+P131,1
Q16431310,1,1,P17+P131,1
Q4843259,1,0,P17_only,0
Q114857171,1,1,P17+P131,0
Q12573979,1,1,P17+P131,1
Q12551351,0,1,P131_only,1
Q30952375,1,1,P17+P131,1
Q12552998,1,1,P17+P131,1
Q12563000,1,0,P17_only,1
Q16681134,1,1,P17+P131,0
Q16273959,1,1,P17+P131,1
Q27347336,1,0,P17_only,0
Q139806551,1,0,P17_only,1
Q13645682,1,1,P17+P131,1
Q12541937,0,1,P131_only,1
Q115918291,1,0,P17_only,0
Q32204180,1,0,P17_only,0
Q135828754,1,0,P17_only,0
Q12578029,1,0,P17_only,1
Q27352097,1,0,P17_only,0
Q101228860,1,0,P17_only,1
Q13651907,1,1,P17+P131,1
Q32214875,1,0,P17_only,0
Q129880593,1,1,P17+P131,1
Q16699139,1,1,P17+P131,1
Q12545224,1,0,P17_only,1
Q12548368,1,0,P17_only,1
Q118144031,1,0,P17_only,1
Q20486261,1,0,P17_only,1
Q12574999,1,0,P17_only,1
Q48941675,1,0,P17_only,0
Q27354459,1,0,P17_only,1
Q30975036,1,1,P17+P131,1
Q135829831,1,0,P17_only,0
Q13664413,1,1,P17+P131,1
Q36156,1,1,P17+P131,1
Q13652230,1,1,P17+P131,1
Q13656022,1,1,P17+P131,1
Q16273624,1,1,P17+P131,1
Q123484615,1,0,P17_only,1
Q12529579,1,0,P17_only,1
Q16431488,1,1,P17+P131,1
Q123363739,1,0,P17_only,0
Q371287,1,0,P17_only,1
Q13643647,1,1,P17+P131,1
Q125148341,1,1,P17+P131,1
Q16668753,1,1,P17+P131,1
Q12568188,1,1,P17+P131,1
Q32387,1,1,P17+P131,1
Q12701534,1,0,P17_only,0
Q13377689,0,1,P131_only,1
Q27351325,1,0,P17_only,0
Q13645791,1,1,P17+P131,1
Q84080599,1,0,P17_only,0
Q20243204,1,0,P17_only,1
Q16673599,1,1,P17+P131,1
Q13656049,1,1,P17+P131,1
Q56367107,1,1,P17+P131,1
Q1105789,1,0,P17_only,1
Q65172468,1,1,P17+P131,0
Q27430948,1,0,P17_only,0
Q573362,1,1,P17+P131,1
Q13663960,1,1,P17+P131,1
Q32204759,1,0,P17_only,0
Q12528323,1,0,P17_only,1
Q18399665,1,1,P17+P131,1
Q12550567,1,0,P17_only,1
Q64197162,1,0,P17_only,1
Q13652847,0,1,P131_only,1
Q18408856,1,1,P17+P131,1
Q12528936,1,1,P17+P131,1
Q12538445,1,1,P17+P131,1
Q12526267,1,0,P17_only,1
Q13641712,1,1,P17+P131,1
Q13220395,0,1,P131_only,1
Q110114453,1,0,P17_only,1
Q27355033,1,0,P17_only,0
Q123225285,1,0,P17_only,0
Q4071096,1,1,P17+P131,1
Q1473986,1,1,P17+P131,1
Q18396397,1,1,P17+P131,1
Q124541719,1,0,P17_only,0
Q4201716,1,0,P17_only,1
Q12562575,1,1,P17+P131,1
Q12684123,1,1,P17+P131,1
Q20738694,1,0,P17_only,0
Q20486066,1,0,P17_only,1
Q16274394,1,1,P17+P131,1
Q32185406,1,0,P17_only,0
Q12561165,1,0,P17_only,1
Q16690904,1,1,P17+P131,1
Q2324530,1,1,P17+P131,1
Q2635729,1,0,P17_only,1
Q137551669,1,1,P17+P131,0
Q27356979,1,0,P17_only,0
Q32173020,1,0,P17_only,0
Q13651826,1,1,P17+P131,1
Q123363592,1,0,P17_only,0
Q27354395,1,0,P17_only,1
Q12574502,1,0,P17_only,1
Q32211991,1,0,P17_only,0
Q16652273,1,1,P17+P131,1
Q30972854,1,1,P17+P131,1
Q43304715,1,0,P17_only,0
Q27352185,1,1,P17+P131,0
Q104880097,1,0,P17_only,0
Q12532355,1,0,P17_only,1
Q12532090,1,0,P17_only,1
Q12545356,1,0,P17_only,1
Q16431939,1,0,P17_only,1
Q12544835,1,1,P17+P131,1
Q16433088,1,0,P17_only,1
Q4288851,1,0,P17_only,1
Q12528571,1,0,P17_only,1
Q12709016,1,0,P17_only,0
Q135829958,1,0,P17_only,0
Q13651678,1,1,P17+P131,1
Q30897537,1,1,P17+P131,1
Q61985294,1,1,P17+P131,0
Q12535179,1,1,P17+P131,1
Q12533342,1,1,P17+P131,1
Q16670612,1,1,P17+P131,1
Q128128189,1,1,P17+P131,1
Q135828972,1,0,P17_only,0
Q12685792,1,0,P17_only,0
Q13640924,1,1,P17+P131,1
Q135647378,1,1,P17+P131,1
Q12569779,1,1,P17+P131,0
Q56367452,1,1,P17+P131,1
Q2737276,1,1,P17+P131,1
Q109452597,1,0,P17_only,0
Q4474241,1,1,P17+P131,1
Q16431264,1,1,P17+P131,1
Q116142267,1,0,P17_only,0
Q16705615,1,1,P17+P131,1
Q32212417,1,0,P17_only,0
Q16434172,1,1,P17+P131,1
Q12548911,1,0,P17_only,1
Q16433810,1,0,P17_only,1
Q20486119,1,0,P17_only,1
Q27357167,1,0,P17_only,0
Q32211025,1,0,P17_only,0
Q12566655,1,1,P17+P131,1
Q86665189,1,0,P17_only,0
Q28671121,1,0,P17_only,1
Q16681468,1,1,P17+P131,1
Q12532173,1,0,P17_only,1
Q4074920,1,1,P17+P131,1
Q14554891,1,0,P17_only,1
Q135829539,1,0,P17_only,0
Q127417493,1,1,P17+P131,0
Q27354734,1,0,P17_only,0
Q27357486,1,0,P17_only,0
Q27357218,1,0,P17_only,0
Q61368027,1,1,P17+P131,1
Q55658106,1,0,P17_only,0
Q122942158,1,0,P17_only,0
Q16431139,1,1,P17+P131,1
Q4408840,1,0,P17_only,1
Q27351962,1,1,P17+P131,1
Q129880619,1,1,P17+P131,1
Q12528557,1,1,P17+P131,1
Q18408795,1,1,P17+P131,1
Q16431680,1,1,P17+P131,1
Q61975445,1,0,P17_only,0
Q25512,1,1,P17+P131,1
Q16704091,1,1,P17+P131,1
Q27351837,1,0,P17_only,0
Q16715400,1,1,P17+P131,1
Q27354654,1,0,P17_only,0
Q12567468,1,0,P17_only,1
Q12528511,1,0,P17_only,1
Q12558544,1,1,P17+P131,1
Q27350988,1,0,P17_only,0
Q30969635,1,1,P17+P131,1
Q13664187,1,1,P17+P131,1
Q12574569,1,0,P17_only,1
Q2454806,1,1,P17+P131,1
Q3612738,1,0,P17_only,0
Q14205236,1,1,P17+P131,0
Q12542914,1,0,P17_only,1
Q12529701,1,0,P17_only,1
Q6751525,1,0,P17_only,0
Q27354813,1,0,P17_only,0
Q12528011,1,0,P17_only,1
Q12566088,1,0,P17_only,1
Q16650845,1,1,P17+P131,1
Q6380835,1,0,P17_only,1
Q134313492,1,1,P17+P131,1
P10933,1,0,P17_only,0
Q16272777,1,1,P17+P131,1
Q120434264,1,0,P17_only,0
Q12577558,1,0,P17_only,1
Q124249399,1,0,P17_only,0
Q27357982,1,0,P17_only,0
Q13645733,1,1,P17+P131,1
Q108861980,1,0,P17_only,0
Q137527275,1,0,P17_only,0
Q17749619,1,1,P17+P131,1
Q16650925,1,1,P17+P131,1
Q18399291,1,1,P17+P131,1
Q124214648,1,0,P17_only,0
Q32197550,1,0,P17_only,0
Q106043567,1,0,P17_only,0
Q20098499,1,1,P17+P131,1
Q3011844,1,1,P17+P131,1
Q11494052,1,1,P17+P131,1
Q32187727,1,1,P17+P131,0
Q4243769,1,0,P17_only,1
Q16432653,1,0,P17_only,1
Q4810409,1,0,P17_only,0
Q20098489,1,1,P17+P131,1
Q21659749,1,0,P17_only,0
Q27355035,1,0,P17_only,0
Q16670968,1,1,P17+P131,1
Q10425961,1,0,P17_only,0
Q123363810,1,0,P17_only,0
Q13651731,1,1,P17+P131,1
Q12545046,1,0,P17_only,1
Q15617610,1,1,P17+P131,1
Q131306453,1,0,P17_only,0
Q4477036,1,0,P17_only,1
Q5445962,1,0,P17_only,0
Q57315182,1,1,P17+P131,0
Q97659510,1,0,P17_only,0
Q32206564,1,0,P17_only,0
Q30972244,1,1,P17+P131,1
Q56367305,1,1,P17+P131,1
Q12556673,1,1,P17+P131,1
Q22906198,1,0,P17_only,0
Q108533894,1,0,P17_only,0
Q16431818,1,1,P17+P131,1
Q27352103,1,0,P17_only,0
Q101252584,1,0,P17_only,0
Q16656978,1,0,P17_only,0
Q12575219,1,0,P17_only,1
Q20098143,1,1,P17+P131,1
Q135829020,1,0,P17_only,0
Q16434417,1,1,P17+P131,1
Q55659387,1,0,P17_only,0
Q13416170,0,1,P131_only,1
Q27355152,1,0,P17_only,0
Q44380148,1,0,P17_only,0
Q30973291,1,1,P17+P131,1
Q4393618,1,0,P17_only,1
Q27430937,1,0,P17_only,0
Q12568021,1,0,P17_only,1
Q1349607,1,0,P17_only,0
Q56325293,1,0,P17_only,0
Q55659087,1,0,P17_only,0
Q18401438,1,1,P17+P131,1
Q12531337,1,0,P17_only,1
Q27430637,1,0,P17_only,0
Q12564777,1,0,P17_only,1
Q31529645,1,0,P17_only,0
Q56367009,1,1,P17+P131,1
Q32213886,1,1,P17+P131,0
Q13640827,1,1,P17+P131,1
Q30897565,1,1,P17+P131,0
Q12572303,1,0,P17_only,1
Q32193593,1,0,P17_only,0
Q105492422,1,0,P17_only,0
Q13414788,0,1,P131_only,1
Q16648309,1,1,P17+P131,1
Q109332014,1,0,P17_only,0
Q20486107,1,0,P17_only,1
Q12577139,1,0,P17_only,1
Q108532415,1,1,P17+P131,0
Q114171043,1,0,P17_only,1
Q123363604,1,0,P17_only,0
Q108177042,1,0,P17_only,0
Q4416131,1,0,P17_only,1
Q16680250,1,1,P17+P131,1
Q27351520,1,0,P17_only,0
Q12570359,1,1,P17+P131,1
Q12571243,1,1,P17+P131,1
Q27357379,1,0,P17_only,0
Q16434174,1,0,P17_only,1
Q14623187,1,0,P17_only,0
Q112003951,1,0,P17_only,0
Q13646533,1,1,P17+P131,1
Q32216069,1,0,P17_only,0
Q12543076,1,0,P17_only,1
Q1651033,1,1,P17+P131,1
Q6358408,1,1,P17+P131,1
Q16432131,1,0,P17_only,1
Q12531269,1,1,P17+P131,1
Q13648497,1,1,P17+P131,1
Q12531225,1,0,P17_only,1
Q32218717,1,0,P17_only,0
Q13476134,0,1,P131_only,1
Q115936347,1,0,P17_only,0
Q27350728,1,0,P17_only,0
Q12549122,1,1,P17+P131,1
Q13642290,1,1,P17+P131,1
Q18399951,1,1,P17+P131,1
Q15617714,1,1,P17+P131,1
Q32214833,1,0,P17_only,0
Q93294057,1,1,P17+P131,0
Q12563842,1,1,P17+P131,1
Q16432877,1,1,P17+P131,1
Q136268951,1,0,P17_only,0
Q13653322,0,1,P131_only,1
Q111125781,1,0,P17_only,0
Q18408857,1,1,P17+P131,1
Q16721125,1,1,P17+P131,1
Q25504675,1,0,P17_only,1
Q12530542,1,1,P17+P131,1
Q27351480,1,0,P17_only,1
Q13645951,1,1,P17+P131,1
Q12565346,1,0,P17_only,1
Q16661733,1,1,P17+P131,1
Q12577566,1,1,P17+P131,1
Q23985128,1,1,P17+P131,1
Q13643317,1,1,P17+P131,1
Q12563875,1,0,P17_only,1
Q97210601,1,1,P17+P131,1
Q16715317,1,1,P17+P131,0
Q45728504,1,0,P17_only,0
Q12549281,1,0,P17_only,1
P4838,1,0,P17_only,0
Q21996398,1,0,P17_only,0
Q135553586,1,0,P17_only,0
Q16433064,1,0,P17_only,1
Q422091,1,0,P17_only,1
Q18399892,1,1,P17+P131,1
Q4477476,1,1,P17+P131,1
Q12556117,1,0,P17_only,1
Q12531758,1,1,P17+P131,1
Q13667024,1,1,P17+P131,1
Q12545879,1,1,P17+P131,1
Q12560158,1,0,P17_only,1
Q12698984,1,0,P17_only,0
Q16661861,1,1,P17+P131,1
Q12554729,1,0,P17_only,1
Q20485915,1,0,P17_only,1
Q16273349,1,1,P17+P131,1
Q16434008,1,1,P17+P131,1
Q16432408,1,0,P17_only,1
Q123363765,1,0,P17_only,0
Q12574412,1,0,P17_only,1
Q22910831,1,1,P17+P131,0
Q12568644,1,0,P17_only,1
Q112003979,1,0,P17_only,0
Q16691727,1,1,P17+P131,1
Q137527463,1,0,P17_only,0
Q4126492,1,1,P17+P131,1
Q13643181,0,1,P131_only,1
Q16272277,0,1,P131_only,1
Q13664311,1,1,P17+P131,1
Q12544813,1,0,P17_only,1
Q12545017,1,0,P17_only,1
Q27354829,1,0,P17_only,0
Q32211748,1,1,P17+P131,0
Q27357172,1,0,P17_only,0
Q16651678,1,1,P17+P131,1
Q27354853,1,0,P17_only,0
Q32200204,1,0,P17_only,0
Q12535230,1,0,P17_only,1
Q1256527,1,0,P17_only,0
Q32206506,1,0,P17_only,0
Q55564419,1,0,P17_only,0
Q5474,1,1,P17+P131,1
Q59324564,1,0,P17_only,0
Q1010136,1,1,P17+P131,1
Q39970975,1,0,P17_only,0
Q13648449,1,1,P17+P131,1
Q25500260,1,1,P17+P131,1
Q32190798,1,0,P17_only,0
Q16716320,1,1,P17+P131,1
Q12575169,1,0,P17_only,1
Q13643251,1,1,P17+P131,1
Q56367166,1,1,P17+P131,1
Q15845735,1,1,P17+P131,1
Q4069760,1,1,P17+P131,0
Q12539067,1,1,P17+P131,1
Q2216473,1,1,P17+P131,1
Q16704839,1,1,P17+P131,1
Q16432508,1,1,P17+P131,1
Q12535191,1,1,P17+P131,1
Q13649122,1,1,P17+P131,1
Q32213647,1,0,P17_only,0
Q12566069,1,1,P17+P131,1
Q13663964,1,1,P17+P131,1
Q27351932,1,0,P17_only,0
Q13641776,1,1,P17+P131,1
Q108533808,1,0,P17_only,0
Q97616215,1,0,P17_only,0
Q30888733,1,0,P17_only,0
Q12571889,1,0,P17_only,1
Q13651522,1,1,P17+P131,1
Q108785076,1,0,P17_only,0
Q97664311,1,0,P17_only,0
Q1514184,1,0,P17_only,1
Q12577630,1,1,P17+P131,1
Q16648411,1,1,P17+P131,1
Q48948612,1,0,P17_only,0
Q32197912,1,0,P17_only,0
Q32187919,1,0,P17_only,1
Q12550480,1,1,P17+P131,1
Q27355107,1,0,P17_only,1
Q56367282,1,1,P17+P131,1
Q46118,1,0,P17_only,1
Q12574174,1,1,P17+P131,1
Q124331126,1,1,P17+P131,1
Q1304628,1,0,P17_only,0
Q622765,1,1,P17+P131,1
Q13220056,1,1,P17+P131,1
Q56366850,1,1,P17+P131,1
Q65261075,1,0,P17_only,0
Q15617546,1,1,P17+P131,1
Q13643547,1,1,P17+P131,1
Q12572606,1,1,P17+P131,1
Q1795306,1,1,P17+P131,0
Q60852541,1,0,P17_only,1
Q65175388,1,0,P17_only,0
Q16669509,1,1,P17+P131,1
Q65251508,1,0,P17_only,1
Q32217234,1,0,P17_only,0
Q32214439,1,0,P17_only,1
Q13655963,1,1,P17+P131,1
Q13646742,1,1,P17+P131,1
Q16431298,1,0,P17_only,1
Q32193147,1,0,P17_only,0
Q2726480,1,1,P17+P131,1
Q65375367,1,0,P17_only,0
Q123363655,1,0,P17_only,0
Q16433443,1,0,P17_only,1
Q20098184,1,1,P17+P131,1
Q33642031,1,1,P17+P131,0
