qid,has_kkwiki,p21,p21_group
Q17072642,0,,MISSING
Q17198398,0,,MISSING
Q17232763,0,,MISSING
Q17265971,1,,MISSING
Q17265972,1,,MISSING
Q17274657,0,,MISSING
Q17319098,0,,MISSING
Q17338978,0,,MISSING
Q17350534,0,,MISSING
Q17350595,0,,MISSING
Q17350822,0,,MISSING
Q17385157,1,,MISSING
Q17403063,0,,MISSING
Q17403194,0,,MISSING
Q17412713,1,,MISSING
Q17413110,1,,MISSING
Q17416345,0,,MISSING
Q17426652,0,,MISSING
Q17426857,1,,MISSING
Q17448547,1,,MISSING
Q17448630,1,,MISSING
Q17462777,1,,MISSING
Q17466485,0,,MISSING
Q17478686,0,,MISSING
Q17487569,1,,MISSING
Q17489784,1,,MISSING
Q17525059,1,,MISSING
Q17541381,0,,MISSING
Q17602261,0,,MISSING
Q17602359,0,,MISSING
Q17602417,0,,MISSING
Q17627286,0,,MISSING
Q17627287,0,,MISSING
Q17628955,1,,MISSING
Q17905120,0,,MISSING
Q18001159,0,,MISSING
Q18001521,0,,MISSING
Q18002861,1,,MISSING
Q18009084,0,,MISSING
Q18009138,1,,MISSING
Q18011061,0,,MISSING
Q18011070,0,,MISSING
Q18015214,0,,MISSING
Q18015215,0,,MISSING
Q18015213,0,,MISSING
Q18015273,0,,MISSING
Q18015316,0,,MISSING
Q18015328,0,,MISSING
Q18015332,0,,MISSING
Q18015333,1,,MISSING
Q18015391,0,,MISSING
Q18015409,0,,MISSING
Q18015423,0,,MISSING
Q18015430,0,,MISSING
Q18043859,0,,MISSING
Q18044151,0,,MISSING
Q18044203,1,,MISSING
Q18044266,0,,MISSING
Q18044269,0,,MISSING
Q18044322,0,,MISSING
Q18044321,0,,MISSING
Q18044326,1,,MISSING
Q18044329,1,,MISSING
Q18045004,1,,MISSING
Q18045137,0,,MISSING
Q18045211,1,,MISSING
Q18045264,0,,MISSING
Q18051435,0,,MISSING
Q18117384,0,,MISSING
Q18123911,1,,MISSING
Q18126503,0,,MISSING
Q18170502,0,,MISSING
Q18171665,0,,MISSING
Q18175694,1,,MISSING
Q39387738,0,,MISSING
Q39389408,0,,MISSING
Q39390360,1,,MISSING
Q39391421,0,,MISSING
Q39394703,1,Q6581097,Q6581097
Q39756258,0,Q6581097,Q6581097
Q39996835,0,Q6581097,Q6581097
Q40077639,0,Q6581097,Q6581097
Q41186347,0,Q6581097,Q6581097
Q41186368,0,Q6581097,Q6581097
Q41186753,0,Q6581097,Q6581097
Q41771547,0,Q6581097,Q6581097
Q41796736,0,Q6581097,Q6581097
Q41799048,0,Q6581097,Q6581097
Q42055714,1,Q6581072,Q6581072
Q42296349,0,Q6581097,Q6581097
Q42296414,1,Q6581072,Q6581072
Q42308056,0,Q6581097,Q6581097
Q42320124,1,Q6581097,Q6581097
Q42435987,0,Q6581097,Q6581097
Q42476242,1,Q6581097,Q6581097
Q42490567,0,Q6581097,Q6581097
Q42535623,0,Q6581072,Q6581072
Q42907476,0,Q6581072,Q6581072
Q43423947,0,Q6581097,Q6581097
Q43427155,0,Q6581097,Q6581097
Q43427628,0,Q6581097,Q6581097
Q43429410,0,Q6581097,Q6581097
Q43767153,0,Q6581072,Q6581072
Q44155535,1,Q6581097,Q6581097
Q46380572,0,Q6581072,Q6581072
Q46712710,0,Q6581097,Q6581097
Q47010854,0,Q6581097,Q6581097
Q47013799,0,Q6581097,Q6581097
Q47155847,0,Q6581072,Q6581072
Q47452937,0,Q6581097,Q6581097
Q47452961,0,Q6581097,Q6581097
Q47453355,1,Q6581097,Q6581097
Q47453352,0,Q6581097,Q6581097
Q47453880,0,Q6581072,Q6581072
Q47468072,0,Q6581072,Q6581072
Q47484926,1,Q6581097,Q6581097
Q47484947,0,Q6581097,Q6581097
Q47489453,1,Q6581072,Q6581072
Q47491337,0,Q6581097,Q6581097
Q47543854,1,Q6581072,Q6581072
Q47636640,0,Q6581097,Q6581097
Q47658583,0,Q6581072,Q6581072
Q47762758,1,Q6581097,Q6581097
Q48145048,0,Q6581097,Q6581097
Q48157421,0,Q6581072,Q6581072
Q48165840,0,Q6581097,Q6581097
Q48196966,0,Q6581072,Q6581072
Q48198696,0,Q6581072,Q6581072
Q48200215,0,Q6581072,Q6581072
Q48233631,0,Q6581072,Q6581072
Q48266966,0,Q6581097,Q6581097
Q48453159,0,Q6581097,Q6581097
Q48645085,1,Q6581097,Q6581097
Q48666944,0,Q6581097,Q6581097
Q48805669,0,Q6581097,Q6581097
Q48869368,0,Q6581097,Q6581097
Q48870054,0,Q6581097,Q6581097
Q48870053,0,,MISSING
Q48870058,0,Q6581097,Q6581097
Q48870056,0,,MISSING
Q48870060,0,Q6581097,Q6581097
Q48870065,0,Q6581097,Q6581097
Q48870076,0,,MISSING
Q48877054,0,Q6581097,Q6581097
Q48877052,0,Q6581097,Q6581097
Q48877103,0,Q6581097,Q6581097
Q48877223,0,,MISSING
Q48877373,0,,MISSING
Q48877377,0,Q6581097,Q6581097
Q48877383,0,,MISSING
Q48877380,0,,MISSING
Q48877386,0,,MISSING
Q48877389,0,Q6581097,Q6581097
Q48877395,0,Q6581097,Q6581097
Q48877392,0,Q6581097,Q6581097
Q48877403,0,,MISSING
Q48877400,0,,MISSING
Q48877407,0,Q6581097,Q6581097
Q48877414,0,Q6581097,Q6581097
Q48877412,0,Q6581097,Q6581097
Q48877418,0,Q6581097,Q6581097
Q48936634,0,Q6581097,Q6581097
Q48937492,1,Q6581072,Q6581072
Q48938575,0,Q6581072,Q6581072
Q48942142,0,Q6581097,Q6581097
Q48953194,0,Q6581097,Q6581097
Q48954084,1,Q6581097,Q6581097
Q48954522,1,Q6581097,Q6581097
Q48955457,1,Q6581097,Q6581097
Q48955565,0,Q6581097,Q6581097
Q48956177,1,Q6581097,Q6581097
Q48956633,0,Q6581097,Q6581097
Q48956684,0,Q6581097,Q6581097
Q49178316,0,,MISSING
Q4070407,0,Q6581072,Q6581072
Q4070467,1,Q6581072,Q6581072
Q4071069,1,Q6581097,Q6581097
Q4071135,1,Q6581097,Q6581097
Q4071138,1,Q6581097,Q6581097
Q4071221,1,Q6581097,Q6581097
Q4071834,1,Q6581097,Q6581097
Q4071876,1,Q6581097,Q6581097
Q4072002,1,Q6581097,Q6581097
Q4072175,1,Q6581097,Q6581097
Q4072350,1,Q6581072,Q6581072
Q4072490,1,Q6581097,Q6581097
Q4072504,1,Q6581097,Q6581097
Q4073101,1,Q6581097,Q6581097
Q4073104,0,Q6581072,Q6581072
Q4073105,1,Q6581097,Q6581097
Q4073115,1,Q6581097,Q6581097
Q4073117,1,Q6581097,Q6581097
Q4073463,1,Q6581097,Q6581097
Q4073467,1,Q6581097,Q6581097
Q4073478,1,Q6581097,Q6581097
Q4073538,1,Q6581097,Q6581097
Q4073747,0,Q6581072,Q6581072
Q4073762,1,Q6581097,Q6581097
Q4073773,0,Q6581097,Q6581097
Q4074597,0,Q6581072,Q6581072
Q4074798,1,Q6581072,Q6581072
Q4074959,1,Q6581097,Q6581097
Q4074966,1,Q6581097,Q6581097
Q4075062,1,Q6581097,Q6581097
Q4075099,0,Q6581097,Q6581097
Q4075417,0,Q6581097,Q6581097
Q4075468,0,Q6581097,Q6581097
Q4075490,1,Q6581097,Q6581097
Q4075495,0,Q6581097,Q6581097
Q4075492,1,Q6581097,Q6581097
Q4075630,1,Q6581097,Q6581097
Q4075662,1,Q6581097,Q6581097
Q4075723,1,Q6581097,Q6581097
Q4075746,1,Q6581097,Q6581097
Q4075756,1,Q6581097,Q6581097
Q4075761,0,Q6581097,Q6581097
Q4075870,1,Q6581097,Q6581097
Q4076608,1,Q6581072,Q6581072
Q4076987,1,Q6581097,Q6581097
Q4077526,1,Q6581097,Q6581097
Q4078359,0,Q6581097,Q6581097
Q4078994,1,Q6581097,Q6581097
Q4079298,0,Q6581097,Q6581097
Q4079866,1,Q6581072,Q6581072
Q4080581,0,Q6581097,Q6581097
Q4081234,1,Q6581072,Q6581072
Q4081237,0,Q6581097,Q6581097
Q4081349,0,Q6581097,Q6581097
Q4081446,1,Q6581097,Q6581097
Q4081449,1,Q6581097,Q6581097
Q4081463,1,Q6581097,Q6581097
Q4083221,1,Q6581097,Q6581097
Q4083471,1,Q6581097,Q6581097
Q4083506,0,Q6581097,Q6581097
Q4084878,0,Q6581097,Q6581097
Q4084915,1,Q6581097,Q6581097
Q4084916,1,Q6581072,Q6581072
Q4085194,1,Q6581097,Q6581097
Q4085915,1,Q6581097,Q6581097
Q4086586,1,Q6581097,Q6581097
Q4086639,0,Q6581097,Q6581097
Q4088380,1,Q6581072,Q6581072
Q4089095,1,Q6581097,Q6581097
Q4090191,1,Q6581097,Q6581097
Q4090256,1,Q6581097,Q6581097
Q4093448,0,Q6581097,Q6581097
Q4093834,0,Q6581097,Q6581097
Q4094616,0,Q6581097,Q6581097
Q4097021,0,Q6581097,Q6581097
Q4098657,0,Q6581097,Q6581097
Q4099575,1,Q6581097,Q6581097
Q4099629,1,Q6581097,Q6581097
Q4100314,0,Q6581097,Q6581097
Q4101231,0,Q6581097,Q6581097
Q4102172,0,Q6581097,Q6581097
Q4102875,1,Q6581097,Q6581097
Q4102880,1,Q6581097,Q6581097
Q4102905,1,Q6581097,Q6581097
Q4104769,0,Q6581072,Q6581072
Q4105359,0,Q6581072,Q6581072
Q4107566,0,Q6581097,Q6581097
Q4109357,0,Q6581097,Q6581097
Q4110811,1,Q6581097,Q6581097
Q4112711,0,Q6581072,Q6581072
Q4112793,1,Q6581097,Q6581097
Q4120867,1,Q6581097,Q6581097
Q4122612,1,Q6581097,Q6581097
Q4122917,1,Q6581097,Q6581097
Q4123286,0,Q6581097,Q6581097
Q4123693,0,Q6581097,Q6581097
Q4125934,1,Q6581097,Q6581097
Q4126117,1,Q6581097,Q6581097
Q4126665,0,Q6581097,Q6581097
Q4126862,1,Q6581097,Q6581097
Q4130450,0,Q6581097,Q6581097
Q4130867,1,Q6581097,Q6581097
Q4130989,1,Q6581097,Q6581097
Q4131632,1,Q6581097,Q6581097
Q4132185,0,Q6581097,Q6581097
Q4132443,1,Q6581072,Q6581072
Q4132940,0,Q6581097,Q6581097
Q4133773,1,Q6581097,Q6581097
Q4134533,1,Q6581097,Q6581097
Q4138363,1,Q6581097,Q6581097
Q4140398,0,Q6581097,Q6581097
Q4141498,1,Q6581097,Q6581097
Q4141733,0,Q6581097,Q6581097
Q4141789,0,Q6581097,Q6581097
Q4142804,0,Q6581097,Q6581097
Q4143104,1,Q6581097,Q6581097
Q4144823,0,Q6581097,Q6581097
Q4145817,1,Q6581097,Q6581097
Q4145989,0,Q6581097,Q6581097
Q4146002,0,Q6581097,Q6581097
Q4146416,1,Q6581097,Q6581097
Q4148865,0,Q6581097,Q6581097
Q4148877,1,Q6581097,Q6581097
Q4149218,1,Q6581097,Q6581097
Q4151286,0,Q6581097,Q6581097
Q4151983,1,Q6581097,Q6581097
Q4152036,0,Q6581097,Q6581097
Q4154423,1,Q6581097,Q6581097
Q4154466,0,Q6581097,Q6581097
Q4154633,0,Q6581097,Q6581097
Q4155004,1,Q6581097,Q6581097
Q4155257,1,Q6581097,Q6581097
Q4155266,1,Q6581097,Q6581097
Q4156510,0,Q6581097,Q6581097
Q4157752,1,Q6581097,Q6581097
Q4158694,1,Q6581097,Q6581097
Q4158742,0,Q6581097,Q6581097
Q4159032,1,Q6581097,Q6581097
Q4159725,0,Q6581072,Q6581072
Q4159752,1,Q6581097,Q6581097
Q4159802,1,Q6581072,Q6581072
Q4159873,1,Q6581072,Q6581072
Q4159949,1,Q6581072,Q6581072
Q4160158,0,Q6581097,Q6581097
Q4160287,1,Q6581097,Q6581097
Q4160389,1,Q6581097,Q6581097
Q4160582,1,Q6581097,Q6581097
Q4161337,0,Q6581097,Q6581097
Q4163310,1,Q6581097,Q6581097
Q4163863,0,Q6581097,Q6581097
Q4166160,1,Q6581072,Q6581072
Q4166396,0,Q6581097,Q6581097
Q4167043,0,Q6581072,Q6581072
Q4167136,1,Q6581097,Q6581097
Q4167176,1,,MISSING
Q4167198,0,,MISSING
Q4167199,1,,MISSING
Q4167308,1,,MISSING
Q4167786,0,,MISSING
Q4170318,0,,MISSING
Q4170429,1,,MISSING
Q4170676,1,,MISSING
Q4171187,1,,MISSING
Q4172429,0,,MISSING
Q4173379,0,,MISSING
Q4173777,0,,MISSING
Q4174730,0,,MISSING
Q4176165,1,,MISSING
Q4176180,1,,MISSING
Q4176249,0,,MISSING
Q4176695,1,,MISSING
Q4176811,1,,MISSING
Q4177065,1,,MISSING
Q4177071,1,,MISSING
Q4177075,1,,MISSING
Q4177077,1,,MISSING
Q4177088,1,,MISSING
Q4177093,1,,MISSING
Q4177171,1,,MISSING
Q4177180,1,,MISSING
Q4177738,0,,MISSING
Q4178079,1,,MISSING
Q4178086,1,,MISSING
Q4178101,1,,MISSING
Q4178149,0,,MISSING
Q4178351,1,,MISSING
Q4179832,1,,MISSING
Q4179984,1,,MISSING
Q4180459,0,,MISSING
Q4180658,0,,MISSING
Q4180858,0,,MISSING
Q4181032,1,,MISSING
Q4181036,1,,MISSING
Q4181037,1,,MISSING
Q4181066,0,,MISSING
Q4181195,1,,MISSING
Q4181620,0,,MISSING
Q4181629,1,,MISSING
Q4181638,1,,MISSING
Q4181645,1,,MISSING
Q12530362,1,,MISSING
Q12530375,1,,MISSING
Q12530377,1,,MISSING
Q12530419,1,,MISSING
Q12530422,1,,MISSING
Q12530433,1,,MISSING
Q12530651,1,,MISSING
Q12531061,1,,MISSING
Q12531066,1,,MISSING
Q12531079,1,,MISSING
Q12531093,1,,MISSING
Q12531116,1,,MISSING
Q12531122,1,,MISSING
Q12531125,1,,MISSING
Q12531342,1,,MISSING
Q12531428,1,,MISSING
Q12531439,1,,MISSING
Q12531633,1,,MISSING
Q12532358,1,,MISSING
Q12532407,1,,MISSING
Q12532737,1,,MISSING
Q12532767,1,,MISSING
Q12532789,1,,MISSING
Q12532811,1,,MISSING
Q12532916,1,,MISSING
Q12532968,1,,MISSING
Q12533007,1,,MISSING
Q12533257,1,,MISSING
Q12533295,1,,MISSING
Q12533318,1,,MISSING
Q12533600,1,,MISSING
Q12533663,1,,MISSING
Q12533670,1,,MISSING
Q12534054,1,,MISSING
Q12534167,1,,MISSING
Q12534174,1,,MISSING
Q12534186,1,,MISSING
Q12534196,1,,MISSING
Q12534206,1,,MISSING
Q12534207,1,,MISSING
Q12534231,1,,MISSING
Q12534338,1,,MISSING
Q12534351,1,,MISSING
Q12534406,1,,MISSING
Q12534454,1,,MISSING
Q12534485,1,,MISSING
Q12534490,1,,MISSING
Q12534494,1,,MISSING
Q12534507,1,,MISSING
Q12534534,1,,MISSING
Q12534539,1,,MISSING
Q12534547,1,,MISSING
Q12534570,1,,MISSING
Q12534568,1,,MISSING
Q12534632,1,,MISSING
Q12534633,1,,MISSING
Q12534741,1,,MISSING
Q12534794,1,,MISSING
Q12534818,1,,MISSING
Q12534845,1,,MISSING
Q12534868,1,,MISSING
Q12535121,1,,MISSING
Q12535129,1,,MISSING
Q12535143,1,,MISSING
Q12535201,1,,MISSING
Q12535435,1,,MISSING
Q12535470,1,,MISSING
Q12535629,1,,MISSING
Q12535705,1,,MISSING
Q12535744,1,,MISSING
Q12535791,1,,MISSING
Q12535866,1,,MISSING
Q12535868,1,,MISSING
Q12535874,1,,MISSING
Q12535872,1,,MISSING
Q12535892,1,,MISSING
Q12535898,1,,MISSING
Q12535900,1,,MISSING
Q12535901,1,,MISSING
Q12536063,1,,MISSING
Q12536066,1,,MISSING
Q12536109,1,,MISSING
Q12536168,1,,MISSING
Q12536244,1,,MISSING
Q12536363,1,,MISSING
Q12536503,1,,MISSING
Q12537172,1,,MISSING
Q12537200,1,,MISSING
Q12537376,1,,MISSING
Q12537470,1,,MISSING
Q12537577,1,,MISSING
Q12537580,1,,MISSING
Q12537585,1,,MISSING
Q12537598,1,,MISSING
Q12537602,1,,MISSING
Q12537735,1,,MISSING
Q12537733,1,,MISSING
Q12537740,1,,MISSING
Q12537748,1,,MISSING
Q12537755,1,,MISSING
Q12537869,1,,MISSING
Q12537896,1,,MISSING
Q12537917,1,,MISSING
Q12537986,1,,MISSING
Q12537996,1,,MISSING
Q12538031,1,,MISSING
Q12538065,1,,MISSING
Q12538136,1,,MISSING
Q12538175,1,,MISSING
Q12538172,1,,MISSING
Q12538194,1,,MISSING
Q12538207,1,,MISSING
Q12538211,1,,MISSING
Q12538215,1,,MISSING
Q12538230,1,,MISSING
Q12538247,1,,MISSING
Q12538261,1,,MISSING
Q12538270,1,,MISSING
Q12538277,1,,MISSING
Q12538292,1,,MISSING
Q12538427,1,,MISSING
Q12538429,1,,MISSING
Q12538475,1,,MISSING
Q12538592,1,,MISSING
Q12538593,1,,MISSING
Q12538596,1,,MISSING
Q12538597,1,,MISSING
Q12538696,1,,MISSING
Q12538771,1,,MISSING
Q12538984,1,,MISSING
Q12539349,1,,MISSING
Q12539589,1,,MISSING
Q12539601,1,,MISSING
Q12539666,1,,MISSING
Q12539664,1,,MISSING
Q12539680,1,,MISSING
Q12539717,1,,MISSING
Q12539735,1,,MISSING
Q12539738,1,,MISSING
Q12539743,1,,MISSING
Q12539750,1,,MISSING
Q12539751,1,,MISSING
Q12539749,1,,MISSING
Q12539765,1,,MISSING
Q12539769,1,,MISSING
Q12539779,1,,MISSING
Q12539800,1,,MISSING
Q12539807,1,,MISSING
Q12539883,1,,MISSING
Q12539915,1,,MISSING
Q12539955,1,,MISSING
Q12540008,1,,MISSING
Q12540193,1,,MISSING
Q12540221,1,,MISSING
Q12540311,1,,MISSING
Q12540445,1,,MISSING
Q12540473,1,,MISSING
Q12540530,1,,MISSING
Q12540571,1,,MISSING
Q12540574,1,,MISSING
Q12540572,1,,MISSING
Q12540866,1,,MISSING
Q12540869,1,,MISSING
Q12540880,1,,MISSING
Q12540884,1,,MISSING
Q12540885,1,,MISSING
Q12540895,1,,MISSING
Q12540978,1,,MISSING
Q12540977,1,,MISSING
Q12541030,1,,MISSING
Q12541081,1,,MISSING
Q12541190,1,,MISSING
Q12541189,1,,MISSING
Q12541194,1,,MISSING
Q12541221,1,,MISSING
Q12541319,1,,MISSING
Q12541515,1,,MISSING
Q12541531,1,,MISSING
Q12541607,1,,MISSING
Q12541656,1,,MISSING
Q12541750,1,,MISSING
Q12541755,1,,MISSING
Q12541752,1,,MISSING
Q12541760,1,,MISSING
Q12541856,1,,MISSING
Q12541905,1,,MISSING
Q12541909,1,,MISSING
Q12541946,1,,MISSING
Q12541956,1,,MISSING
Q12541963,1,,MISSING
Q12541966,1,,MISSING
Q12541989,1,,MISSING
Q12541999,1,,MISSING
Q12542039,1,,MISSING
Q12542042,1,,MISSING
Q12542048,1,,MISSING
Q12542049,1,,MISSING
Q12542053,1,,MISSING
Q12542091,1,,MISSING
Q12542109,1,,MISSING
Q12542199,1,,MISSING
Q12542238,1,,MISSING
Q12542244,1,,MISSING
Q12542248,1,,MISSING
Q12542256,1,,MISSING
Q12542269,1,,MISSING
Q12542277,1,,MISSING
Q12542308,1,,MISSING
Q12542313,1,,MISSING
Q12542319,1,,MISSING
Q12542366,1,,MISSING
Q12542367,1,,MISSING
Q12542453,1,,MISSING
Q12542542,1,,MISSING
Q12542602,1,,MISSING
Q12542830,1,,MISSING
Q12543131,1,,MISSING
Q12543151,1,,MISSING
Q12543148,1,,MISSING
Q12543194,1,,MISSING
Q12543219,1,,MISSING
Q12543274,1,,MISSING
Q12543310,1,,MISSING
Q12543309,1,,MISSING
Q12543340,1,,MISSING
Q12543375,1,,MISSING
Q12543381,1,,MISSING
Q12543440,1,,MISSING
Q12543445,1,,MISSING
Q12543516,1,,MISSING
Q12543524,1,,MISSING
Q12543533,1,,MISSING
Q12543657,1,,MISSING
Q12543662,1,,MISSING
Q12543922,1,,MISSING
Q12544013,1,,MISSING
Q12544061,1,,MISSING
Q12544090,1,,MISSING
Q12544091,1,,MISSING
Q12544731,1,,MISSING
Q12544750,1,,MISSING
Q12544831,1,,MISSING
Q12544919,1,,MISSING
Q12545009,1,,MISSING
Q12545045,1,,MISSING
Q12545061,1,,MISSING
Q12545469,1,,MISSING
Q12545538,1,,MISSING
Q12545601,1,,MISSING
Q12545744,1,,MISSING
Q12545749,1,,MISSING
Q12545754,1,,MISSING
Q12545859,1,,MISSING
Q12545873,1,,MISSING
Q12545877,1,,MISSING
Q12545895,1,,MISSING
Q12545907,1,,MISSING
Q12546021,1,,MISSING
Q12546079,1,,MISSING
Q12546081,1,,MISSING
Q12546115,1,,MISSING
Q12546177,1,,MISSING
Q12546228,1,,MISSING
Q12546229,1,,MISSING
Q12546307,1,,MISSING
Q12546395,1,,MISSING
Q12546399,1,,MISSING
Q12546403,1,,MISSING
Q12546429,1,,MISSING
Q12546454,1,,MISSING
Q12546508,1,,MISSING
Q12546520,1,,MISSING
Q12546546,1,,MISSING
Q12546599,1,,MISSING
Q12546602,1,,MISSING
Q12546614,1,,MISSING
Q12546654,1,,MISSING
Q12546655,1,,MISSING
Q12546669,1,,MISSING
Q12546675,1,,MISSING
Q12546678,1,,MISSING
Q12546676,1,,MISSING
Q12546742,1,,MISSING
Q12546746,1,,MISSING
Q12546755,1,,MISSING
Q12546769,1,,MISSING
Q12546790,1,,MISSING
Q12546809,1,,MISSING
Q12546833,1,,MISSING
Q12546914,1,,MISSING
Q12547541,1,,MISSING
Q12547554,1,,MISSING
Q12547579,1,,MISSING
Q12547586,1,,MISSING
Q12547591,1,,MISSING
Q12547589,1,,MISSING
Q12547638,1,,MISSING
Q12547653,1,,MISSING
Q12547660,1,,MISSING
Q12547750,1,,MISSING
Q18184792,0,,MISSING
Q18186940,0,,MISSING
Q18187983,0,,MISSING
Q18199725,0,,MISSING
Q18205740,1,,MISSING
Q18217880,0,,MISSING
Q18218115,0,,MISSING
Q18218118,1,,MISSING
Q18226527,0,,MISSING
Q18233425,1,,MISSING
Q18235201,0,,MISSING
Q18239225,0,,MISSING
Q18243385,1,,MISSING
Q18243857,0,,MISSING
Q18276439,0,,MISSING
Q18278338,0,,MISSING
Q18278432,1,,MISSING
Q18278691,0,,MISSING
Q18278759,0,,MISSING
Q18278962,1,,MISSING
Q18279124,0,,MISSING
Q18279420,0,,MISSING
Q18279474,0,,MISSING
Q18337783,0,,MISSING
Q18350577,0,,MISSING
Q18351239,0,,MISSING
Q18356888,0,,MISSING
Q18378080,0,,MISSING
Q18388576,1,,MISSING
Q18396502,0,,MISSING
Q18401097,1,,MISSING
Q18405310,0,,MISSING
Q18407196,0,,MISSING
Q18408936,1,,MISSING
Q18409516,0,,MISSING
Q18430974,0,,MISSING
Q18434070,0,,MISSING
Q18536146,1,,MISSING
Q18563062,1,,MISSING
Q18633983,0,,MISSING
Q18634056,0,,MISSING
Q18634070,0,,MISSING
Q18634269,1,,MISSING
Q18634314,1,,MISSING
Q18635177,0,,MISSING
Q18635202,0,,MISSING
Q18636519,0,,MISSING
Q18640145,0,,MISSING
Q18640449,0,,MISSING
Q18640523,0,,MISSING
Q18640695,1,,MISSING
Q18741031,0,,MISSING
Q18741084,0,,MISSING
Q18741268,0,,MISSING
Q18741424,0,,MISSING
Q18819874,0,,MISSING
Q19060730,0,,MISSING
Q19060767,0,,MISSING
Q19361744,1,,MISSING
Q19364678,0,,MISSING
Q19364676,0,,MISSING
Q19364683,0,,MISSING
Q19364680,0,,MISSING
Q19364681,0,,MISSING
Q19515559,0,,MISSING
Q19518598,1,,MISSING
Q19518654,0,,MISSING
Q19518657,0,,MISSING
Q19520406,0,,MISSING
Q19559969,0,,MISSING
Q19561033,0,,MISSING
Q19561040,0,,MISSING
Q19561124,1,,MISSING
Q19561421,0,,MISSING
Q19577733,1,,MISSING
Q19605336,0,,MISSING
Q19605359,0,,MISSING
Q19613311,0,,MISSING
Q19613939,0,,MISSING
Q19614129,0,,MISSING
Q19614821,1,,MISSING
Q19615342,1,,MISSING
Q19615390,0,,MISSING
Q19616575,0,,MISSING
Q19617489,0,,MISSING
Q19619140,0,,MISSING
Q19619141,0,,MISSING
Q19630090,0,,MISSING
Q19649673,0,,MISSING
Q19662268,0,,MISSING
Q19666099,0,,MISSING
Q19667925,0,,MISSING
Q19742650,0,,MISSING
Q19758967,0,,MISSING
Q19772479,0,,MISSING
Q19817440,1,,MISSING
Q19818930,0,,MISSING
Q19819075,0,,MISSING
Q19834001,1,,MISSING
Q19835594,1,,MISSING
Q19882087,0,,MISSING
Q19886281,0,,MISSING
Q19886290,1,,MISSING
Q19907915,0,,MISSING
Q19908360,0,,MISSING
Q19908412,0,,MISSING
Q19908611,0,,MISSING
Q19909428,0,,MISSING
Q19910125,0,,MISSING
Q19910817,0,,MISSING
Q19915709,0,,MISSING
Q19915858,0,,MISSING
Q19916831,0,,MISSING
Q19916923,0,,MISSING
Q19916979,1,,MISSING
Q19917057,0,,MISSING
Q19917979,0,,MISSING
Q19918017,0,,MISSING
Q19918164,0,,MISSING
Q19918227,0,,MISSING
Q19918243,0,,MISSING
Q19918274,1,,MISSING
Q19918386,0,,MISSING
Q19930167,0,,MISSING
Q19930164,0,,MISSING
Q19930165,0,,MISSING
Q19930170,0,,MISSING
Q19930168,0,,MISSING
Q19930169,0,,MISSING
Q19960011,1,,MISSING
Q19960172,0,,MISSING
Q19968699,1,,MISSING
Q19979431,1,,MISSING
Q20026213,1,,MISSING
Q20028126,0,,MISSING
Q20030953,1,,MISSING
Q20031046,1,,MISSING
Q20036949,0,,MISSING
Q20070370,0,,MISSING
Q20088684,0,,MISSING
Q20090322,1,,MISSING
Q20111694,0,,MISSING
Q20177414,0,,MISSING
Q20180503,0,,MISSING
Q20180793,1,,MISSING
Q20190643,1,,MISSING
Q20482338,1,,MISSING
Q20482546,1,,MISSING
Q20482549,1,,MISSING
Q20482553,1,,MISSING
Q20482583,1,,MISSING
Q20482580,1,,MISSING
Q20482593,1,,MISSING
Q20482598,1,,MISSING
Q20482608,1,,MISSING
Q20482646,0,,MISSING
Q20482652,1,,MISSING
Q20482694,1,,MISSING
Q20482699,1,,MISSING
Q20482713,1,,MISSING
Q20482723,1,,MISSING
Q20482742,1,,MISSING
Q20482747,1,,MISSING
Q20482745,1,,MISSING
Q20482778,1,,MISSING
Q20482792,1,,MISSING
Q20482801,1,,MISSING
Q20482820,1,,MISSING
Q20482825,1,,MISSING
Q20482857,1,,MISSING
Q20482890,1,,MISSING
Q20482891,1,,MISSING
Q20482904,1,,MISSING
Q20482926,1,,MISSING
Q20483031,1,,MISSING
Q20483094,1,,MISSING
Q20483102,1,,MISSING
Q20483107,1,,MISSING
Q20483114,1,,MISSING
Q20483115,1,,MISSING
Q20483132,1,,MISSING
Q20483137,1,,MISSING
Q20483196,1,,MISSING
Q20483203,1,,MISSING
Q20483214,1,,MISSING
Q20483215,1,,MISSING
Q20483228,1,,MISSING
Q20483254,1,,MISSING
Q20483276,1,,MISSING
Q20483283,1,,MISSING
Q20483294,1,,MISSING
Q20483299,1,,MISSING
Q20483310,1,,MISSING
Q20483318,1,,MISSING
Q20483324,1,,MISSING
Q20483337,1,,MISSING
Q20483346,1,,MISSING
Q20483371,1,,MISSING
Q20483375,1,,MISSING
Q20483376,1,,MISSING
Q49561532,0,,MISSING
Q49561541,0,,MISSING
Q49562010,0,,MISSING
Q49562022,0,,MISSING
Q49562036,0,,MISSING
Q49597784,0,,MISSING
Q50189012,0,,MISSING
Q50239709,1,,MISSING
Q50323561,0,,MISSING
Q50335903,0,,MISSING
Q50380532,1,,MISSING
Q50398924,0,,MISSING
Q50485443,0,,MISSING
Q50526811,1,,MISSING
Q50772739,1,,MISSING
Q50847964,1,,MISSING
Q50926283,0,,MISSING
Q50928253,0,,MISSING
Q50941292,1,,MISSING
Q51022055,1,,MISSING
Q51334801,0,,MISSING
Q51667466,0,,MISSING
