p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q1345055,6,851.0,783.33,1.0,1.33,0.5,0.5,75.0,79.0,2,3,0,0,0,,,,33.33,50.0,0.0,0.0,0.0
Q134514235,5,301.0,302.4,0.0,0.0,0.0,0.4,9.0,8.2,5,3,0,0,0,,,,100.0,60.0,0.0,0.0,0.0
Q1345234,127,87.0,94.28,0.0,0.0,0.0,0.62,15.0,20.96,127,91,126,126,90,,,,100.0,71.65,99.21,99.21,70.87
Q13455560,1,46.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q134556,26,303.5,600.81,3.0,11.08,0.0,0.12,18.5,28.04,3,24,9,2,2,,,,11.54,92.31,34.62,7.69,7.69
Q13455770,1,46.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1345691,9,189.0,313.56,1.0,0.67,0.0,0.67,14.0,19.44,3,7,5,1,1,international financial institution,international financial institution,международная финансовая организация,33.33,77.78,55.56,11.11,11.11
Q1345712,1,763.0,763.0,2.0,2.0,0.0,0.0,14.0,14.0,0,1,0,0,0,development strategy,development strategy,стратегия развития,0.0,100.0,0.0,0.0,0.0
Q134577111,1,278.0,278.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q134587884,5,274.0,308.2,1.0,1.4,1.0,0.8,7.0,8.2,2,2,1,0,0,,,,40.0,40.0,20.0,0.0,0.0
Q134599141,8,327.5,386.12,1.5,1.5,0.0,0.12,4.5,19.38,2,7,4,1,1,,,,25.0,87.5,50.0,12.5,12.5
Q134601860,1,465.0,465.0,3.0,3.0,0.0,0.0,28.0,28.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1346149,1,316.0,316.0,2.0,2.0,0.0,0.0,8.0,8.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1346215,1,701.0,701.0,0.0,0.0,2.0,2.0,6.0,6.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q134626,207,307.0,312.35,1.0,0.7,0.0,0.49,6.0,7.05,68,123,0,0,0,,,,32.85,59.42,0.0,0.0,0.0
Q134721293,1,289.0,289.0,0.0,0.0,0.0,0.0,9.0,9.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1347298,5,486.0,438.4,0.0,0.2,0.0,0.0,5.0,5.4,4,5,2,1,1,,,,80.0,100.0,40.0,20.0,20.0
Q13473501,2,3226.5,3226.5,56.0,56.0,1.5,1.5,115.5,115.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1347367,6,160.5,241.0,1.0,1.5,0.0,0.0,4.0,5.0,1,6,4,0,0,,,,16.67,100.0,66.67,0.0,0.0
Q13479982,3,394.0,452.0,1.0,3.67,0.0,0.33,3.0,5.67,0,2,0,0,0,,,,0.0,66.67,0.0,0.0,0.0
Q1348073,2,408.5,408.5,1.0,1.0,0.5,0.5,1.5,1.5,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q134830,12,50.5,50.0,1.0,0.67,0.0,0.08,4.5,4.08,4,11,12,4,3,,,,33.33,91.67,100.0,33.33,25.0
Q1348385,1,2962.0,2962.0,0.0,0.0,0.0,0.0,62.0,62.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1348589,2,140.5,140.5,2.5,2.5,1.0,1.0,6.0,6.0,0,0,2,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1349255,6,274.0,314.17,1.0,1.17,0.0,0.17,11.0,12.0,2,5,3,2,2,natural gas field,Газ кені,месторождение природного газа,33.33,83.33,50.0,33.33,33.33
Q134972145,4,185.5,216.75,1.5,1.75,1.0,1.5,4.0,4.0,1,1,3,0,0,,,,25.0,25.0,75.0,0.0,0.0
Q134995,1,39.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q134995802,6,266.5,405.83,0.0,1.67,0.0,0.33,8.5,13.33,4,4,3,2,1,,,,66.67,66.67,50.0,33.33,16.67
Q135010,2,644.5,644.5,20.5,20.5,1.0,1.0,18.5,18.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1350181,1,3716.0,3716.0,0.0,0.0,7.0,7.0,275.0,275.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q135097346,1,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q135106502,2,283.0,283.0,0.0,0.0,1.5,1.5,28.5,28.5,2,1,1,1,1,,,,100.0,50.0,50.0,50.0,50.0
Q135106507,1,125.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q135106813,2,408.5,408.5,2.0,2.0,0.5,0.5,28.5,28.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1351282,2,1266.0,1266.0,10.0,10.0,0.5,0.5,31.0,31.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1351672,2,292.0,292.0,1.0,1.0,0.0,0.0,6.0,6.0,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q135207825,1,151.0,151.0,1.0,1.0,0.0,0.0,6.0,6.0,0,1,1,0,0,international oil company,international oil company,international oil company,0.0,100.0,100.0,0.0,0.0
Q1352230,5,493.0,535.4,1.0,2.6,0.0,0.6,19.0,20.0,1,4,1,0,0,,,,20.0,80.0,20.0,0.0,0.0
Q135236637,1,1092.0,1092.0,0.0,0.0,23.0,23.0,189.0,189.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q135236643,1,682.0,682.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q135236664,1,2727.0,2727.0,0.0,0.0,8.0,8.0,19.0,19.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q135236669,1,2271.0,2271.0,2.0,2.0,1.0,1.0,260.0,260.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q135236673,1,319.0,319.0,0.0,0.0,2.0,2.0,52.0,52.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q135236682,1,774.0,774.0,11.0,11.0,1.0,1.0,39.0,39.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q135236697,1,315.0,315.0,1.0,1.0,1.0,1.0,29.0,29.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q135239856,3,531.0,480.33,0.0,0.0,0.0,16.0,34.0,37.67,3,2,0,0,0,,,,100.0,66.67,0.0,0.0,0.0
Q135264011,1,147.0,147.0,0.0,0.0,1.0,1.0,22.0,22.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q135265559,3,174.0,169.33,2.0,1.67,0.0,0.0,7.0,6.67,0,3,3,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q135267624,1,4897.0,4897.0,1.0,1.0,1.0,1.0,12.0,12.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q135268492,1,220.0,220.0,2.0,2.0,3.0,3.0,19.0,19.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1353106,1,896.0,896.0,4.0,4.0,1.0,1.0,73.0,73.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q13537604,1,77.0,77.0,1.0,1.0,1.0,1.0,9.0,9.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q13538158,1,115.0,115.0,0.0,0.0,0.0,0.0,3.0,3.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q13539802,184,297.0,307.62,0.0,0.25,1.0,0.57,7.0,7.98,173,83,9,3,3,,,,94.02,45.11,4.89,1.63,1.63
Q1354045,1,88.0,88.0,0.0,0.0,1.0,1.0,30.0,30.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q135408445,241,387.0,527.81,0.0,0.59,0.0,0.33,28.0,38.0,138,213,37,21,21,men's national association football team,men's national association football team,мужская сборная по футболу,57.26,88.38,15.35,8.71,8.71
Q135409346,2,939.5,939.5,0.5,0.5,1.5,1.5,117.0,117.0,1,1,1,1,1,men's national ice hockey team,men's national ice hockey team,men's national ice hockey team,50.0,50.0,50.0,50.0,50.0
Q135412187,6,243.5,542.17,1.0,1.83,0.5,0.83,10.5,10.5,0,3,3,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q135641761,4,959.0,963.75,0.0,0.0,0.0,0.25,22.0,33.75,4,3,0,0,0,,,,100.0,75.0,0.0,0.0,0.0
Q135642887,1,200.0,200.0,0.0,0.0,4.0,4.0,7.0,7.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q135726667,1,114.0,114.0,2.0,2.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q135728374,1,836.0,836.0,1.0,1.0,3.0,3.0,64.0,64.0,0,0,0,0,0,men's national bandy team,men's national bandy team,men's national bandy team,0.0,0.0,0.0,0.0,0.0
Q135728463,3,171.0,195.0,0.0,0.0,0.0,0.33,2.0,11.0,3,2,2,2,1,men's national basketball team,men's national basketball team,men's national basketball team,100.0,66.67,66.67,66.67,33.33
Q13573188,1,1123.0,1123.0,1.0,1.0,2.0,2.0,39.0,39.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q135740745,1,3645.0,3645.0,0.0,0.0,159.0,159.0,445.0,445.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q135741070,7,1048.0,1767.71,1.0,2.71,4.0,18.14,145.0,149.71,2,0,0,0,0,,,,28.57,0.0,0.0,0.0,0.0
Q135746936,2,302.5,302.5,1.0,1.0,0.0,0.0,6.0,6.0,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q135746948,3,301.0,306.33,1.0,1.0,0.0,0.0,6.0,6.0,0,3,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q135747756,1,783.0,783.0,0.0,0.0,0.0,0.0,70.0,70.0,1,1,0,0,0,men's national water polo team,men's national water polo team,men's national water polo team,100.0,100.0,0.0,0.0,0.0
Q135757271,1,361.0,361.0,0.0,0.0,0.0,0.0,20.0,20.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1357601,1,121.0,121.0,1.0,1.0,2.0,2.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q13578154,7,201.0,197.29,1.0,1.57,0.0,0.43,9.0,12.57,0,4,5,0,0,,,,0.0,57.14,71.43,0.0,0.0
Q1357964,9,377.0,461.56,0.0,0.44,1.0,1.11,12.0,13.11,6,3,2,1,0,,,,66.67,33.33,22.22,11.11,0.0
Q13580678,9,215.0,351.44,0.0,0.11,0.0,0.78,7.0,13.44,8,7,5,4,3,,,,88.89,77.78,55.56,44.44,33.33
Q13582682,1,212.0,212.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q135841149,3,165.0,782.0,1.0,1.33,1.0,2.33,9.0,24.67,1,1,2,1,0,,,,33.33,33.33,66.67,33.33,0.0
Q135841150,1,103.0,103.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q13587273,1,646.0,646.0,7.0,7.0,1.0,1.0,11.0,11.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q13587321,1,239.0,239.0,2.0,2.0,2.0,2.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q135892289,15,399.0,452.27,2.0,1.8,0.0,0.2,16.0,19.53,2,12,4,0,0,,,,13.33,80.0,26.67,0.0,0.0
Q135899982,2,151.5,151.5,1.5,1.5,1.0,1.0,10.5,10.5,0,0,2,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q135929641,6,156.5,183.0,1.0,1.5,0.0,0.0,13.5,12.5,0,6,4,0,0,,,,0.0,100.0,66.67,0.0,0.0
Q135929693,1,133.0,133.0,0.0,0.0,1.0,1.0,6.0,6.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q135929846,1,169.0,169.0,3.0,3.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q13593818,3,464.0,822.0,0.0,6.0,1.0,0.67,13.0,50.67,2,1,0,0,0,,,,66.67,33.33,0.0,0.0,0.0
Q13593966,2,1806.5,1806.5,0.0,0.0,0.5,0.5,50.0,50.0,2,1,1,1,1,,,,100.0,50.0,50.0,50.0,50.0
Q135976384,31,481.0,1238.26,0.0,5.32,12.0,20.0,35.0,59.35,16,10,5,2,2,,,,51.61,32.26,16.13,6.45,6.45
Q135997513,1,56.0,56.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1361144,1,279.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1361229,6,749.0,2440.67,3.5,9.17,1.0,6.5,54.0,107.5,2,1,1,1,0,,,,33.33,16.67,16.67,16.67,0.0
Q1361400,44,313.5,311.8,3.0,3.0,0.0,0.0,11.0,11.7,0,44,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1361787,1,73.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136192512,1,126.0,126.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q136192523,1,789.0,789.0,3.0,3.0,6.0,6.0,23.0,23.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q136214069,1,77.0,77.0,2.0,2.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1362543,2,172.0,172.0,2.0,2.0,1.0,1.0,5.5,5.5,0,0,2,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q136281265,1,592.0,592.0,11.0,11.0,0.0,0.0,4.0,4.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1362894,1,127.0,127.0,0.0,0.0,1.0,1.0,3.0,3.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q136312010,2,246.0,246.0,1.0,1.0,1.0,1.0,7.5,7.5,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q13631330,1,131.0,131.0,5.0,5.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q13632,127,252.0,251.09,0.0,0.02,0.0,0.02,16.0,15.62,125,126,39,39,39,,,,98.43,99.21,30.71,30.71,30.71
Q136329308,1,222.0,222.0,3.0,3.0,1.0,1.0,14.0,14.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q136343650,1,157.0,157.0,0.0,0.0,0.0,0.0,20.0,20.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q13634374,1,1398.0,1398.0,20.0,20.0,4.0,4.0,57.0,57.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q136361597,1,4234.0,4234.0,16.0,16.0,7.0,7.0,291.0,291.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1363686,1,3266.0,3266.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q136375263,1,121.0,121.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1363781,1,47.0,47.0,0.0,0.0,0.0,0.0,3.0,3.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1363963,2,113.5,113.5,0.5,0.5,0.0,0.0,4.0,4.0,1,2,2,1,1,,,,50.0,100.0,100.0,50.0,50.0
Q13641190,1,514.0,514.0,8.0,8.0,1.0,1.0,8.0,8.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1364157,9,171.0,266.56,2.0,1.78,0.0,0.22,4.0,11.33,1,7,8,1,1,philharmonic society,филармония,филармония,11.11,77.78,88.89,11.11,11.11
Q1364192,1,308.0,308.0,4.0,4.0,1.0,1.0,7.0,7.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q13642845,1,61.0,61.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1364302,2,1736.0,1736.0,14.0,14.0,10.5,10.5,45.0,45.0,0,1,1,0,0,ministry of agriculture,ministry of agriculture,министерство сельского хозяйства,0.0,50.0,50.0,0.0,0.0
Q1364324,1,531.0,531.0,0.0,0.0,0.0,0.0,7.0,7.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q136442231,1,2144.0,2144.0,0.0,0.0,1.0,1.0,16.0,16.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1364527,1,68.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1364556,2,2276.0,2276.0,1.5,1.5,0.5,0.5,123.0,123.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q136461164,1,194.0,194.0,1.0,1.0,2.0,2.0,13.0,13.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q13649246,1,129.0,129.0,3.0,3.0,0.0,0.0,14.0,14.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136499164,1,307.0,307.0,8.0,8.0,0.0,0.0,6.0,6.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1365054,1,427.0,427.0,0.0,0.0,2.0,2.0,14.0,14.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1365560,1,145.0,145.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136558811,2,182.5,182.5,1.5,1.5,1.0,1.0,17.0,17.0,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q1365703,1,2414.0,2414.0,50.0,50.0,1.0,1.0,84.0,84.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1365704,1,96.0,96.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1365924,2,69.5,69.5,0.5,0.5,0.0,0.0,3.0,3.0,1,2,2,1,1,mineral spring,Минералды бұлақтар,минеральный источник,50.0,100.0,100.0,50.0,50.0
Q1366302,1,95.0,95.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136649,1,262.0,262.0,7.0,7.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q136649946,4,105.5,110.5,1.5,1.75,0.0,0.0,4.0,5.25,0,4,4,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136653105,15,493.0,618.8,1.0,1.2,1.0,0.73,11.0,19.67,2,5,5,0,0,,,,13.33,33.33,33.33,0.0,0.0
Q1366722,55,558.0,575.15,1.0,1.24,1.0,0.64,50.0,48.36,6,23,3,1,1,final,Финал,финал,10.91,41.82,5.45,1.82,1.82
Q136673531,1,223.0,223.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q136677251,1,285.0,285.0,0.0,0.0,1.0,1.0,3.0,3.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q136721469,2,102.0,102.0,1.0,1.0,0.0,0.0,5.5,5.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q136721998,2,440.5,440.5,0.0,0.0,0.0,0.0,15.0,15.0,2,2,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1367330,2,286.0,286.0,1.0,1.0,1.0,1.0,1.5,1.5,1,0,1,0,0,,,,50.0,0.0,50.0,0.0,0.0
Q136747953,1,1989.0,1989.0,1.0,1.0,1.0,1.0,462.0,462.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q136750414,1,106.0,106.0,1.0,1.0,2.0,2.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1367590,2,707.5,707.5,2.5,2.5,0.5,0.5,12.5,12.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1367629,1,212.0,212.0,0.0,0.0,0.0,0.0,3.0,3.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q136769237,1,597.0,597.0,2.0,2.0,2.0,2.0,45.0,45.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q136770063,3,118.0,146.67,1.0,1.0,1.0,1.0,5.0,10.33,0,1,3,0,0,,,,0.0,33.33,100.0,0.0,0.0
Q136772238,4,351.5,809.5,0.5,1.25,3.0,2.75,52.5,48.75,2,1,2,1,1,,,,50.0,25.0,50.0,25.0,25.0
Q1367821,2,190.5,190.5,0.0,0.0,0.0,0.0,5.5,5.5,2,2,2,2,2,,,,100.0,100.0,100.0,100.0,100.0
Q136787658,1,1240.0,1240.0,30.0,30.0,3.0,3.0,59.0,59.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1368,1,220.0,220.0,0.0,0.0,0.0,0.0,8.0,8.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q136819118,3,2536.0,2676.33,3.0,2.67,18.0,15.67,383.0,374.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1368262,1,459.0,459.0,1.0,1.0,0.0,0.0,14.0,14.0,0,1,0,0,0,National Paralympic Committee,National Paralympic Committee,Национальный паралимпийский комитет,0.0,100.0,0.0,0.0,0.0
Q136868,1,339.0,339.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1368848,7,88.0,150.0,1.0,0.86,0.0,0.0,3.0,6.14,2,7,6,2,2,,,,28.57,100.0,85.71,28.57,28.57
Q1368898,2,348.5,348.5,1.5,1.5,2.5,2.5,6.0,6.0,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q1368970,1,687.0,687.0,3.0,3.0,5.0,5.0,30.0,30.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q136908428,5,747.0,852.2,1.0,2.0,1.0,1.6,19.0,22.4,0,0,2,0,0,,,,0.0,0.0,40.0,0.0,0.0
Q136926369,3,114.0,567.0,1.0,8.33,1.0,2.33,9.0,24.0,1,0,2,1,0,,,,33.33,0.0,66.67,33.33,0.0
Q136937248,2,579.0,579.0,6.0,6.0,0.5,0.5,5.0,5.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q137018865,9,222.0,331.78,1.0,1.78,1.0,2.56,10.0,17.44,2,2,5,1,0,,,,22.22,22.22,55.56,11.11,0.0
Q137022846,3,1018.0,860.67,2.0,3.0,0.0,3.0,61.0,147.33,0,2,1,0,0,,,,0.0,66.67,33.33,0.0,0.0
Q137042134,1,96.0,96.0,2.0,2.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1370598,5,433.0,381.4,1.0,2.4,1.0,1.4,7.0,7.6,0,2,2,0,0,structure of worship,structure of worship,культовое сооружение,0.0,40.0,40.0,0.0,0.0
Q1370617,3,218.0,178.0,1.0,1.67,0.0,0.33,3.0,3.67,0,2,3,0,0,,,,0.0,66.67,100.0,0.0,0.0
Q1370727,1,116.0,116.0,0.0,0.0,0.0,0.0,4.0,4.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1371037,8,474.0,1057.0,2.5,5.25,1.5,2.5,16.0,54.0,3,2,0,0,0,,,,37.5,25.0,0.0,0.0,0.0
Q137124092,2,176.0,176.0,1.5,1.5,1.0,1.0,19.0,19.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q137126043,1,216.0,216.0,5.0,5.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1371279,2,2608.0,2608.0,1.0,1.0,1.5,1.5,22.5,22.5,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q1371288,3,321.0,567.33,2.0,3.0,1.0,0.67,11.0,11.33,1,1,1,1,1,,,,33.33,33.33,33.33,33.33,33.33
Q1371427,1,490.0,490.0,8.0,8.0,0.0,0.0,22.0,22.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1371470,1,166.0,166.0,0.0,0.0,0.0,0.0,19.0,19.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1371562,7,48.0,53.86,0.0,0.43,0.0,0.14,4.0,3.86,4,6,7,4,3,,,,57.14,85.71,100.0,57.14,42.86
Q1371819,7,555.0,761.71,1.0,11.14,1.0,1.14,25.0,35.71,1,2,1,0,0,,,,14.29,28.57,14.29,0.0,0.0
Q137183855,2,550.0,550.0,0.5,0.5,0.5,0.5,32.0,32.0,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q1371849,1,924.0,924.0,0.0,0.0,1.0,1.0,67.0,67.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q137185571,2,1832.5,1832.5,10.5,10.5,3.5,3.5,29.5,29.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q137186904,4,488.0,464.25,1.5,2.0,1.0,1.0,54.5,46.0,0,1,1,0,0,transcontinental region,transcontinental region,трансконтинентальный регион,0.0,25.0,25.0,0.0,0.0
Q137188246,1,109.0,109.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q137189000,5,230.0,255.6,1.0,1.4,0.0,0.2,15.0,11.4,0,4,3,0,0,,,,0.0,80.0,60.0,0.0,0.0
Q137189275,3,607.0,1097.33,3.0,2.67,0.0,0.0,11.0,20.67,0,3,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1372205,1,268.0,268.0,0.0,0.0,2.0,2.0,6.0,6.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1372231,1,315.0,315.0,1.0,1.0,2.0,2.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q137274086,2,201.0,201.0,1.5,1.5,0.0,0.0,19.5,19.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q137290726,4,739.0,921.5,2.5,2.25,0.0,0.5,57.0,65.25,1,3,0,0,0,,,,25.0,75.0,0.0,0.0,0.0
Q1373429,1,105.0,105.0,0.0,0.0,0.0,0.0,7.0,7.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q137362751,1,118.0,118.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q137388390,1,185.0,185.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
