qid,p31
Q130796,Q1498487
Q131395,Q223393
Q131395,Q1406161
Q131395,Q41172303
Q131714,Q19478619
Q132137,Q116474095
Q134654,Q23691
Q139808,Q178561
Q147516,Q968159
Q147516,Q1437361
Q147516,Q108465955
Q152910,Q123588392
Q153020,Q5
Q156136,Q23691
Q156136,Q105543609
Q166350,Q23691
Q166350,Q105543609
Q170582,Q23691
Q178459,Q19902211
Q178459,Q56055944
Q178528,Q3953107
Q178528,Q4004706
Q178528,Q29517555
Q179294,Q189970
Q179294,Q7189713
Q179294,Q12737077
Q181767,
Q181865,Q1641112
Q183670,Q82480
Q184316,Q8366
Q184316,Q21234514
Q184554,Q151885
Q184554,Q10928429
Q184554,Q11398090
Q186148,Q17524420
Q188961,Q1047113
Q188961,Q2267705
Q188961,Q12909644
Q189203,Q19610271
Q189203,Q27949697
Q190456,Q33506
Q191802,Q23691
Q192305,Q160091
Q193762,
Q214961,
Q230576,Q51647
Q235670,Q56290623
Q249321,Q29654788
Q258180,Q24354
Q261197,Q7777573
Q271864,Q23691
Q290283,Q43501
Q304839,Q153562
Q304839,Q2416217
Q331911,
Q344452,Q23691
Q374365,Q486972
Q374365,Q1549591
Q381125,Q5
Q399250,Q4167410
Q413650,Q23691
Q427107,Q47461344
Q466118,Q16335296
Q478798,Q139243747
Q483968,Q23691
Q486088,Q5
Q492429,Q5398426
Q508295,
Q527063,Q5
Q552582,
Q586057,Q1549591
Q586057,Q3184121
Q594939,Q628455
Q622780,Q515
Q622780,Q129725870
Q627207,Q22806
Q640998,Q3024240
Q686722,Q101352
Q686722,Q211503
Q727307,Q41710
Q745456,
Q748155,Q23691
Q748155,Q105543609
Q780687,Q1367590
Q780687,Q2135465
Q797848,Q5
Q840396,
Q911386,Q112193867
Q956911,Q515
Q956911,Q109607
Q956911,Q839954
Q956911,Q15661340
Q1027879,Q1799072
Q1027879,Q56055944
Q1045992,Q109551565
Q1225991,Q23691
Q1250322,Q1076968
Q1250322,Q4406616
Q1250322,Q17537576
Q1374188,Q16521
Q1659580,
Q1786125,Q12140
Q1800196,Q46865913
Q1856100,Q5
Q1906014,Q47461344
Q1995458,Q7725634
Q2226968,Q5
Q2324596,Q33506
Q2381773,Q1762059
Q2391429,Q7944
Q2391429,Q8065
Q2391429,Q3839081
Q2467249,Q5
Q2583784,Q223393
Q2605320,Q56147411
Q2632752,Q57812611
Q2736647,Q2643128
Q2783583,Q86622
Q2783583,Q47530375
Q2996747,Q5
Q3088780,Q5
Q3307681,Q41710
Q3312321,Q130212458
Q3513704,Q11424
Q3788355,Q133311
Q4066889,Q178561
Q4072504,Q5
Q4073463,Q5
Q4073467,Q5
Q4075492,Q5
Q4085305,Q16521
Q4086797,Q5
Q4132443,Q5
Q4146748,Q24354
Q4146748,Q11812394
Q4146879,Q33506
Q4146927,Q24354
Q4177065,Q5
Q4177075,Q5
Q4178115,Q5
Q4178652,Q5
Q4179777,
Q4185612,Q5
Q4206534,Q5
Q4208087,Q24354
Q4208087,Q2416110
Q4208087,Q2416217
Q4208363,Q192283
Q4208743,Q5
Q4214173,Q5
Q4228977,Q5
Q4233156,Q5
Q4233156,Q13002315
Q4233156,Q25810847
Q4244342,Q5
Q4245925,Q5
Q4245951,Q5
Q4280619,Q5
Q4283953,Q701632
Q4308335,Q5
Q4314789,Q7075
Q4314789,Q22806
Q4328163,Q5
Q4376344,Q74817647
Q4393637,Q24354
Q4404434,Q5
Q4404442,Q5
Q4408033,Q5
Q4418809,Q5
Q4445713,Q5
Q4454298,Q5
Q4475351,Q5
Q4478801,Q5
Q4523153,
Q4527445,Q5
Q4531918,Q2151621
Q4531918,Q74817647
Q4692566,Q5
Q7258508,Q5
Q8867089,Q47018901
Q9355820,Q41710
Q12526029,Q5
Q12526552,
Q12527337,
Q12527612,
Q12529339,
Q12529955,
Q12530459,
Q12530667,Q11032
Q12530941,
Q12530948,
Q12531344,
Q12531524,
Q12531560,
Q12531596,
Q12531600,
Q12531848,
Q12532060,
Q12532232,Q1969448
Q12532906,
Q12533111,
Q12533738,Q5
Q12534212,Q5
Q12534499,Q5
Q12534547,Q5
Q12536507,
Q12541627,
Q12542080,Q5
Q12542157,
Q12542271,
Q12542791,Q5
Q12543490,Q211503
Q12544633,
Q12545904,Q5
Q12546069,Q5
Q12548727,Q5
Q12548929,Q211503
Q12549133,
Q12550532,
Q12554285,Q5
Q12556441,Q5
Q12560925,Q5
Q12562126,Q105543609
Q12563534,Q5
Q12564500,Q5
Q12564519,Q4208097
Q12565230,Q211503
Q12565289,
Q12565608,
Q12565816,
Q12567017,
Q12571275,Q5
Q12572849,
Q12572885,
Q12573262,
Q12573317,
Q12573493,
Q12573496,
Q12573498,
Q12573513,
Q12573931,Q5
Q12575917,
Q12576483,Q211503
Q12576515,
Q12576682,
Q12577217,
Q12578477,
Q12578504,Q5
Q12578786,Q5
Q12578843,Q5
Q13167736,
Q13565019,Q9826
Q16431478,Q4421
Q16432791,
Q16432996,Q5
Q16433250,Q179049
Q16433492,Q5
Q16433564,Q5
Q16433776,Q5
Q16436482,Q105543609
Q20194864,Q211503
Q20484525,
Q20484612,
Q20484621,
Q20485189,
Q20485197,Q211503
Q20485382,
Q20485427,
Q22696753,Q5
Q25530138,
Q25530289,Q41298
Q25530331,
Q25530332,
Q25530333,
Q25530334,
Q25530335,
Q25530336,
Q25530337,
Q48953589,Q211503
Q66983629,Q211503
Q90,Q174844
Q90,Q200250
Q90,Q208511
Q90,Q22923920
Q90,Q51929311
Q90,Q108178728
Q207,Q5
Q254,Q5
Q256,Q33742
Q256,Q1288568
Q313,Q3504248
Q313,Q3901935
Q333,Q2465832
Q333,Q11862829
Q336,Q8027727
Q336,Q11862829
Q349,Q125542526
Q395,Q4671286
Q395,Q11862829
Q413,Q475023
Q413,Q2465832
Q413,Q11862829
Q491,
Q573,Q1790144
Q573,Q3268848
Q573,Q82047057
Q573,Q106839753
Q762,Q5
Q794,Q6256
Q794,Q3624078
Q794,Q127693126
Q855,Q5
Q1098,Q11344
Q1098,Q1130479
Q1098,Q3658631
Q1368,Q931483
Q1368,Q11105360
Q1394,Q5
Q1487,Q12737077
Q1520,Q1549591
Q1520,Q7930989
Q1520,Q12266391
Q1520,Q15840617
Q1520,Q108178728
Q2202,Q14795564
Q2221,Q14795564
Q2228,Q14795564
Q2234,Q14795564
Q2238,Q14795564
Q2243,Q14795564
Q2247,Q14795564
Q2248,Q14795564
Q2255,Q14795564
Q2257,Q14795564
Q2260,Q14795564
Q2261,Q14795564
Q2264,Q14795564
Q2265,Q14795564
Q2266,Q14795564
Q2267,Q14795564
Q2273,Q14795564
Q2275,Q14795564
Q2276,Q14795564
Q2278,Q14795564
Q2279,Q14795564
Q2282,Q14795564
Q2283,Q891723
Q2283,Q1058914
Q2283,Q4830453
Q2283,Q18388277
Q2284,Q14795564
Q2285,Q14795564
Q2286,Q14795564
Q2287,Q14795564
Q2289,Q14795564
Q2313,Q14795564
Q2315,Q14795564
Q2318,Q14795564
Q2319,Q14795564
Q2320,Q14795564
Q2322,Q14795564
Q2323,Q14795564
Q2324,Q14795564
Q2325,Q14795564
Q2329,Q1047113
Q2329,Q2267705
Q2329,Q2465832
Q2329,Q4671286
Q2329,Q11862829
Q2332,Q14795564
Q2333,Q14795564
Q2334,Q14795564
Q2335,Q14795564
Q2336,Q14795564
Q2340,Q5019497
Q2340,Q14795564
Q2341,Q14795564
Q2342,Q14795564
Q2343,Q14795564
Q2344,Q14795564
Q2350,Q14795564
Q2351,Q14795564
Q2352,Q14795564
Q2355,Q14795564
Q2356,Q14795564
Q2359,Q14795564
Q2361,Q14795564
Q2362,Q14795564
Q2362,Q67185949
Q2364,Q1597273
Q2364,Q14795564
Q2364,Q67185949
Q2390,Q14795564
Q2391,Q14795564
Q2392,Q14795564
Q2394,Q14795564
Q2395,Q14795564
Q2396,Q14795564
Q2397,Q14795564
Q2398,Q14795564
Q2399,Q14795564
Q2400,Q14795564
Q2401,Q14795564
Q2402,Q14795564
Q2403,Q14795564
Q2404,Q14795564
Q2417,Q14795564
Q2419,Q14795564
Q2422,Q14795564
Q2424,Q14795564
Q2427,Q14795564
Q2433,Q14795564
Q2435,Q14795564
Q2445,Q14795564
Q2453,Q14795564
Q2454,Q14795564
Q2456,Q14795564
Q2457,Q14795564
Q2458,Q14795564
Q2459,Q14795564
Q2460,Q14795564
Q2461,Q14795564
Q2497,Q14795564
Q2498,Q14795564
Q2499,Q14795564
Q2500,Q14795564
Q2501,Q14795564
Q2502,Q14795564
Q2503,Q14795564
Q2504,Q14795564
Q2505,Q14795564
Q2506,Q14795564
Q2507,Q14795564
Q2508,Q14795564
Q2509,Q14795564
Q2511,Q14795564
Q2519,Q14795564
Q2520,Q14795564
Q2521,Q14795564
Q2523,Q14795564
Q2524,Q14795564
Q2525,Q14795564
Q2526,Q14795564
Q2527,Q14795564
Q2529,Q14795564
Q2531,Q14795564
Q2532,Q14795564
Q2533,Q14795564
Q2534,Q14795564
Q2535,Q14795564
Q2536,Q14795564
Q2545,Q14795564
Q2547,Q14795564
Q2549,Q14795564
Q2550,Q14795564
Q2552,Q14795564
Q2553,Q14795564
Q2555,Q14795564
Q2556,Q14795564
Q2557,Q14795564
Q2558,Q14795564
Q2559,Q14795564
Q2560,Q14795564
Q2561,Q14795564
Q2562,Q14795564
Q2574,Q14795564
Q2575,Q14795564
Q2576,Q14795564
Q2578,Q14795564
Q2579,Q14795564
Q2580,Q14795564
Q2581,Q14795564
Q2583,Q14795564
Q2584,Q14795564
Q2585,Q14795564
Q2586,Q14795564
Q2587,Q14795564
Q2588,Q14795564
Q2589,Q14795564
Q2590,Q14795564
Q2591,Q14795564
Q2612,Q14795564
Q2613,Q14795564
Q2614,Q14795564
Q2615,Q14795564
Q2616,Q14795564
Q2617,Q14795564
Q2618,Q14795564
Q2619,Q14795564
Q2620,Q14795564
Q2621,Q14795564
Q2622,Q14795564
Q2623,Q14795564
Q2624,Q14795564
Q2627,Q14795564
Q2657,Q14795564
Q2659,Q14795564
Q2660,Q14795564
Q2661,Q14795564
Q2662,Q14795564
Q2663,Q14795564
Q2664,Q14795564
Q2665,Q14795564
Q2666,Q14795564
Q2668,Q14795564
Q2669,Q14795564
Q2670,Q14795564
Q2671,Q14795564
Q2686,Q14795564
Q2687,Q14795564
Q2688,Q14795564
Q2689,Q14795564
Q2690,Q14795564
Q2691,Q14795564
Q2692,Q14795564
Q2694,Q14795564
Q2695,Q14795564
Q2696,Q14795564
Q2697,Q14795564
Q2698,Q14795564
Q2699,Q14795564
Q2701,Q14795564
Q2715,Q14795564
Q2716,Q14795564
Q2717,Q14795564
Q2718,Q14795564
Q2719,Q14795564
Q2720,Q14795564
Q2721,Q14795564
Q2722,Q14795564
Q2723,Q14795564
Q2725,Q14795564
Q2726,Q14795564
Q2727,Q14795564
Q2728,Q14795564
Q2729,Q14795564
Q2730,Q14795564
Q2731,Q14795564
Q2774,Q14795564
Q2775,Q14795564
Q2776,Q14795564
Q2777,Q14795564
Q2778,Q14795564
Q2779,Q14795564
Q2780,Q14795564
Q2781,Q14795564
Q2782,Q14795564
Q2783,Q14795564
Q2784,Q14795564
Q2785,Q14795564
Q2786,Q14795564
Q2787,Q14795564
Q2812,Q14795564
Q2816,Q14795564
Q2817,Q14795564
Q2818,Q14795564
Q2819,Q14795564
Q2820,Q14795564
Q2821,Q14795564
Q2822,Q14795564
Q2823,Q14795564
Q2824,Q14795564
Q2825,Q14795564
Q2826,Q14795564
Q2827,Q14795564
Q2828,Q14795564
Q2829,Q14795564
Q2830,Q14795564
Q2846,Q14795564
Q2847,Q14795564
Q2848,Q14795564
Q2849,Q14795564
Q2850,Q14795564
Q2851,Q14795564
Q2852,Q14795564
Q2853,Q14795564
Q2854,Q14795564
Q2855,Q14795564
Q2856,Q14795564
Q2857,Q14795564
Q2858,Q14795564
Q2860,Q14795564
Q2881,Q14795564
Q2882,Q1445650
Q2882,Q14795564
Q2883,Q14795564
Q2884,Q14795564
Q2885,Q14795564
Q2886,Q14795564
Q2888,Q14795564
Q2889,Q14795564
Q2890,Q14795564
Q2891,Q14795564
Q2892,Q14795564
Q2893,Q14795564
Q2894,Q14795564
Q2896,Q14795564
Q2897,Q14795564
Q5107,
Q5151,Q1790144
Q5151,Q21684377
Q5151,Q82047057
Q5337,Q192287
Q5337,Q1549591
Q5337,Q7930989
Q6906,Q17272482
Q7181,Q1990987
Q7200,Q5
Q7275,Q211606
Q7275,Q15617994
Q7430,Q47154513
Q7825,Q484652
Q7889,Q17155032
Q7889,Q56055944
Q9049,Q5
Q11016,Q268592
Q11016,Q11862829
Q11169,
Q11471,Q181175
Q11471,Q2487752
Q11471,Q58415929
Q11475,
Q11563,Q24034552
Q11573,Q223662
Q11573,Q1978718
Q11573,Q12036470
Q11573,Q82047053
Q12171,Q2996394
Q12483,Q4671286
Q12638,
Q14076,
Q17517,Q38786485
Q17517,Q140424281
Q17736,Q24034552
Q17737,
Q19786,Q179461
Q19786,Q7725634
Q19786,Q64689000
Q21199,Q66786238
Q22656,Q169336
Q22656,Q317088
Q22656,Q2424752
Q22656,Q7049495
Q22856,
Q25343,Q1371562
Q25343,Q69197847
Q30849,Q134995802
Q32112,Q31629
Q32112,Q4356073
Q32518,Q1383557
Q35314,Q5
Q36393,Q7725634
Q36541,Q42032
Q36730,Q286576
Q36730,Q2315359
Q36730,Q2966838
Q36730,Q38058796
Q36831,Q2315359
Q36928,Q33742
Q36928,Q436240
Q37055,
Q37654,
Q39531,Q132364
Q39531,Q317623
Q39531,Q908620
Q41719,
Q43024,Q317623
Q43041,Q78155096
Q44071,Q5
Q44946,Q6453739
Q45432,Q37045
Q45432,Q842397
Q45432,Q20155966
Q57470,Q5
Q59281,Q1307214
Q64780,Q7278
Q65943,
Q76544,Q5
Q77440,Q5
Q79031,Q5
Q81299,Q245065
Q83058,
Q126307,Q188025
Q126307,Q3511952
Q126307,Q11349558
Q127745,Q3918
Q127745,Q45400320
Q130263,Q450307
Q130263,Q114962596
Q130681,Q15056993
Q132469,Q65943
Q134995,Q1047113
Q134995,Q11862829
Q152018,
Q153356,Q112193867
Q159810,Q24902509
Q161210,Q113145171
Q166376,Q1914636
Q166764,Q29654788
Q172008,Q7702742
Q177449,
Q177518,Q1668024
Q182404,Q645466
Q182905,Q5
Q187939,Q8187769
Q187939,Q119143679
Q188295,Q65943
Q190055,Q5
Q191110,
Q191882,Q5
Q192388,Q140130334
Q192523,Q1401304
Q193875,Q176799
Q193875,Q114962596
Q194361,
Q253414,Q163740
Q253414,Q1478443
Q253414,Q11422536
Q253414,Q37178026
Q253854,Q2966838
Q253854,Q3329375
Q259378,Q5
Q268179,Q16521
Q315247,Q12737077
Q358525,Q5
Q373808,Q515
Q373808,Q1306755
Q373808,Q1549591
Q406828,Q46970
Q431289,
Q433110,Q31615
Q460693,Q110403031
Q467677,Q1347367
Q467727,Q5
Q486316,Q41710
Q486316,Q83328
Q527123,Q5
Q544079,Q135728374
Q553193,Q5
Q609119,Q5
Q620347,Q18487055
Q637405,Q29575627
Q651233,Q3918
Q651233,Q62078547
Q651233,Q96888669
Q700630,Q193622
Q723931,
Q737625,Q23622
Q737625,Q7725634
Q737625,Q17537576
Q765165,Q5
Q766638,Q545779
Q767661,Q46169
Q767661,Q112128334
Q776167,Q1363963
Q834195,Q131569
Q903320,Q1521512
Q952912,
Q1025808,Q130108094
Q1045777,Q5
Q1045809,Q5
Q1045891,Q1239328
Q1045947,
Q1045983,Q4830453
Q1045983,Q6881511
Q1109680,Q64513524
Q1109680,Q129133491
Q1190423,Q82794
Q1256541,Q5
Q1289248,
Q1356864,Q135409346
Q1417227,Q891723
Q1417227,Q4830453
Q1417227,Q6881511
Q1460727,Q4830453
Q1460727,Q6881511
Q1466064,Q63981612
Q1476227,Q936518
Q1485500,Q137425179
Q1545104,Q18487055
Q1586550,Q15142894
Q1590386,Q4830453
Q1590386,Q6881511
Q1641409,Q931937
Q1665188,Q12737077
Q1734853,Q211748
Q1734853,Q5558483
Q1753178,Q47461344
Q1764613,Q189819
Q1764613,Q23384401
Q1778051,Q34379
Q1930015,Q7278
Q1969730,Q4835091
Q2140813,
Q2374467,Q5
Q2507795,Q9779
Q2605056,Q5737
Q2624833,Q33829
Q2668083,Q4164871
Q2668083,Q114962596
Q2822795,Q131569
Q2992812,Q13406463
Q3574371,
Q3826507,Q839954
Q3826507,Q2974842
Q4059265,Q3918
Q4079866,Q5
Q4090191,Q5
Q4090644,Q618779
Q4127343,Q43229
Q4159866,Q5
Q4170676,Q5
Q4181198,Q5
Q4213459,Q5
Q4219098,Q5
Q4219536,Q5
Q4246014,Q130212458
Q4246403,Q5
Q4248569,Q5
Q4286271,Q5
Q4328135,Q5
Q4332251,Q5
Q4391977,
Q4409147,Q486972
Q4409147,Q839954
Q4409601,Q1002697
Q4449170,Q486972
Q4449170,Q130212458
Q4676095,Q5
Q4737879,Q5
Q4741726,Q34038
Q6659978,Q5
Q7540126,
Q7820253,Q56019
Q10429346,Q28640
Q10429346,Q4164871
Q10617810,
Q10952078,Q105543609
Q12080360,Q5
Q12527408,Q5
Q12528255,Q5
Q12528681,
Q12532743,Q5
Q12532805,Q133311
Q12537248,
Q12541729,Q5
Q12544080,Q5
Q12545496,
Q12554281,Q5
Q12555765,Q5
Q12556066,
Q12557857,Q5
Q12560255,
Q12560552,Q5
Q12561835,Q5
Q12565257,Q5
Q12568013,Q5
Q12568749,Q5
Q12568752,Q5
Q12569141,
Q12570259,
Q12573484,
Q12573531,Q74817647
Q12576130,
Q12577162,
Q12578857,Q5
Q15978631,Q16521
Q16434675,Q5
Q16435111,Q5
Q16435906,Q5
Q16437583,Q5
Q16656891,Q5
Q18508808,Q29575627
Q25530292,
Q25530338,
Q25530340,
Q48,Q5107
Q48,Q82794
Q48,Q2418896
Q82,
Q89,Q140646522
Q97,Q9430
Q166,Q1973404
Q167,Q12916
Q167,Q173091
Q167,Q186509
Q167,Q83155724
Q167,Q121960184
Q193,Q30014
Q193,Q121750
Q239,Q257391
Q239,Q493522
Q239,Q1375749
Q239,Q1549591
Q269,Q515
Q269,Q5119
Q269,Q7631083
Q269,Q10864048
Q319,Q30014
Q319,Q121750
Q324,Q30014
Q324,Q1319599
Q332,Q30014
Q332,Q1319599
Q339,Q2199
Q352,Q5
Q406,Q174844
Q406,Q1549591
Q406,Q2264924
Q406,Q2716259
Q406,Q27554677
Q406,Q51929311
Q420,Q2465832
Q420,Q4671286
Q420,Q11862829
Q472,Q200250
Q472,Q1901835
Q472,Q15303838
Q472,Q15344922
Q472,Q51929311
Q472,Q89487741
Q514,Q11862829
Q514,Q28598684
Q542,Q31629
Q565,Q166118
Q565,Q1574516
Q565,Q4182287
Q565,Q33120876
Q565,Q36509592
Q565,Q122759350
Q565,Q136375263
Q611,Q2199
Q611,Q6999
Q611,Q131731
Q627,Q11344
Q627,Q2313842
Q695,Q6256
Q695,Q7270
Q695,Q112099
Q695,Q3624078
Q718,Q31629
Q718,Q47728
Q718,Q131436
Q718,Q573573
Q718,Q4438147
Q718,Q7858742
Q718,Q20478894
Q727,Q515
Q727,Q1392581
Q727,Q1549591
Q727,Q1852859
Q727,Q2264924
Q727,Q13539802
Q727,Q51929311
Q727,Q108178728
Q748,Q9174
Q748,Q32090
Q748,Q49447
Q748,Q2915955
Q748,Q6957341
Q788,Q9430
Q809,Q33742
Q809,Q1288568
Q847,Q31629
Q847,Q47728
Q866,Q35127
Q866,Q559856
Q866,Q6576792
Q866,Q59152282
Q866,Q102336293
Q866,Q122759350
Q868,Q5
Q897,Q11344
Q897,Q271449
Q897,Q1924900
Q900,Q56061
Q900,Q1549591
Q900,Q7930989
Q900,Q51929311
Q900,Q56580032
Q911,Q5123997
Q911,Q7930989
Q913,Q5
Q926,Q5
Q971,Q6256
Q971,Q3624078
Q974,Q6256
Q974,Q3624078
Q1246,Q6256
Q1246,Q123480
Q1246,Q179164
Q1246,Q3624078
Q1246,Q10711424
Q1490,Q50337
Q1490,Q174844
Q1490,Q200250
Q1490,Q208511
Q1490,Q1025961
Q1490,Q1066984
Q1490,Q1200957
Q1490,Q1549591
Q1490,Q51929311
Q1490,Q124313007
Q1511,Q5
Q1575,Q6368
Q1575,Q218616
Q1734,Q31629
Q1811,Q1978718
Q1811,Q3268848
Q1811,Q82047057
Q1811,Q106839753
Q1835,Q5
Q2763,Q8461
Q2763,Q41397
Q2763,Q173462
Q2763,Q459409
Q2763,Q857833
Q2763,Q2245405
Q2763,Q13634374
Q3230,Q241284
Q3230,Q2627400
Q3230,Q19704068
Q3783,Q4022
Q4261,Q5
Q5196,Q1549591
Q5196,Q7930989
Q5196,Q106389302
Q5339,Q125517960
Q5372,Q31629
Q5372,Q47728
Q5372,Q212434
Q5484,Q165
Q5484,Q23397
Q5484,Q188025
Q5484,Q9019918
Q5513,Q9259
Q5513,Q23397
Q5513,Q3505788
Q5513,Q137690958
Q5607,
Q5753,Q56061
Q5753,Q1549591
Q5816,Q5
Q5955,Q47041
Q5955,Q1437459
Q5955,Q4351849
Q6199,Q7257
Q6199,Q1387659
Q6199,Q2738074
Q6199,Q9357091
Q6199,Q12765852
Q6199,Q12909644
Q7071,Q5
Q7159,Q484652
Q7159,Q769802
Q7159,Q4120211
Q7172,Q484652
Q7172,Q1140229
Q7172,Q4120211
Q7172,Q137290726
Q7322,Q5
Q7372,Q16521
Q7519,Q5
Q7737,Q33742
Q7737,Q34770
Q7737,Q1288568
Q7804,Q1345691
Q7804,Q15925165
Q8043,Q36975
Q8369,Q13136
Q8369,Q10383930
Q8409,Q5
Q8436,Q112807602
Q8690,Q10931
Q8690,Q5193493
Q8690,Q119328980
Q8739,Q5
Q8799,Q3550873
Q8799,Q82047057
Q8805,Q151885
Q8805,Q3550873
Q8805,Q82047057
Q9061,Q5
Q9121,
Q9202,Q179700
Q9202,Q1440300
Q9202,Q1779653
Q9202,Q43113623
Q9358,Q5
Q10134,Q33215
Q10134,Q278379
Q10134,Q2623733
Q10884,Q2355817
Q10884,Q55983715
Q10884,Q104086571
Q11028,
Q11072,Q112193867
Q11072,Q112965645
Q11256,Q5
Q11402,Q33104303
Q11409,Q7257
Q11409,Q8461
Q11409,Q28108
Q11409,Q1156854
Q11409,Q1639378
Q12136,Q104086571
Q12136,Q130459448
Q12223,Q41710
Q12506,Q32815
Q12506,Q33506
Q12539,Q2198855
Q12544,Q3024240
Q12544,Q11514315
Q13188,Q16521
Q13191,Q502895
Q13191,Q3314483
Q13955,Q33742
Q13955,Q34770
Q13955,Q152559
Q13955,Q399495
Q13955,Q1097949
Q13955,Q1288568
Q13955,Q20162172
Q14061,Q523
Q14061,Q67206785
Q14061,Q71798788
Q14277,Q5
Q15083,Q16521
Q16491,Q188460
Q17515,Q5
Q18370,Q77872752
Q18373,Q173227
Q18373,Q83155724
Q20734,Q19861951
Q21196,Q1825417
Q21196,Q60075825
Q21200,Q25295
Q21651,Q16521
Q22670,Q5
Q23387,Q1790144
Q23387,Q82047057
Q23442,Q25894868
Q23445,Q166902
Q23445,Q56053097
Q23445,Q56053556
Q23501,Q16521
Q23501,Q31839438
Q23530,Q5
Q25272,Q223662
Q25272,Q82047057
Q25272,Q126734856
Q25307,Q16521
Q25322,Q2418896
Q25363,Q16521
Q25400,Q16521
Q25612,Q16521
Q26603,Q16521
Q26678,Q786820
Q26678,Q891723
Q26678,Q6881511
Q26678,Q15081030
Q26949,Q16521
Q27275,Q82794
Q27275,Q3502482
Q29334,Q3331189
Q29334,Q16334295
Q29334,Q47461344
Q29334,Q135236682
Q30319,Q34770
Q30319,Q1288568
Q31354,Q16521
Q32059,Q4117139
Q32059,Q62809234
Q33143,Q198
Q33251,Q436240
Q33251,Q839470
Q33251,Q1097949
Q33541,Q34770
Q33541,Q1288568
Q33861,Q866427
Q34413,Q5
Q34628,Q5
Q34787,Q5
Q35133,Q34770
Q35133,Q2315359
Q35395,Q4671286
Q35395,Q11862829
Q35395,Q66745531
Q35395,Q135892289
Q35883,Q47486890
Q36389,Q31629
Q36835,Q45762
Q36835,Q436240
Q37081,Q2558684
Q37110,Q355567
Q37110,Q114962596
Q38964,Q2558684
Q39552,
Q39861,Q16521
Q40482,Q5
Q41083,Q112193867
Q41117,Q5
Q41690,Q168817
Q41690,Q186509
Q41690,Q607728
Q41690,Q1321926
Q41690,Q4971764
Q41690,Q11634820
Q41831,Q42470
Q41831,Q247179
Q41831,Q5249453
Q41984,Q15285626
Q42138,Q178706
Q42138,Q930933
Q42138,Q33104069
Q42375,Q2558684
Q42523,
Q42552,Q5
Q42831,Q5
Q44127,
Q44528,Q21550639
Q46772,Q33837
Q46772,Q1402592
Q46772,Q26807495
Q47043,Q431289
Q47043,Q573573
Q47043,Q10929058
Q47064,Q28640
Q47064,Q12737077
Q47087,Q5
Q47783,Q968159
Q47783,Q2198855
Q51500,Q214070
Q52183,Q5
Q54831,
Q59103,Q26529
Q59235,Q16521
Q61081,Q26343751
Q61291,Q3024240
Q61292,Q208164
Q61292,Q587252
Q61292,Q3024240
Q61511,Q164950
Q68682,Q3024240
Q77450,Q5
Q79058,Q429795
Q79726,Q3550873
Q79735,Q3550873
Q79738,Q3550873
Q79838,Q110295396
Q79965,Q3024240
Q81669,
Q82811,Q11862829
Q83363,
Q89383,Q5
Q93201,Q16521
Q93267,Q25894868
Q101896,Q112193867
Q102585,Q5
Q104394,Q29654788
Q106500,Q31629
Q107968,Q47154513
Q108662,Q25295
Q109838,Q693039
Q124617,Q5
Q126683,Q16521
Q127442,Q5
Q128393,Q32090
Q128393,Q134264207
Q129091,Q763288
Q129091,Q1378139
Q129091,Q15893266
Q131237,Q5
Q131355,Q5
Q132730,Q7058673
Q134465,Q214070
Q151044,Q22704163
Q152033,Q7944
Q153899,Q5
Q155945,Q16521
Q156512,Q16521
Q156895,Q16521
Q157211,Q16521
Q158510,Q16521
Q158604,Q7930989
Q158604,Q12131624
Q159857,Q16521
Q160857,Q10387689
Q162928,Q16521
Q163628,Q7889
Q163628,Q112144412
Q164176,
Q165233,
Q165672,Q5
Q170400,Q178561
Q170439,Q115211517
Q171295,Q5
Q172948,Q780649
Q174044,Q5
Q174565,Q21484471
Q177414,Q3267791
Q177414,Q118733587
Q177688,Q16521
Q177823,Q12812139
Q177823,Q107441820
Q178122,Q862597
Q178122,Q107487333
Q178397,Q1936581
Q178915,Q2270606
Q178915,Q12189625
Q178915,Q23384401
Q178915,Q23847174
Q178915,Q118612017
Q179172,Q5
Q179856,Q1048111
Q179968,Q23691
Q180960,Q16521
Q181383,Q5
Q181404,Q214070
Q182139,Q93267
Q182677,Q764285
Q183324,Q82794
Q183324,Q1620908
Q185024,Q5
Q185943,Q92707903
Q186267,Q16521
Q186591,Q7278
Q188822,Q891723
Q188822,Q1345691
Q188822,Q2085381
Q188822,Q105758271
Q189985,
Q190071,Q5
Q191375,Q5
Q191723,Q16521
Q192567,Q4022
Q192604,Q41710
Q192616,Q41710
Q192746,Q112826905
Q192892,Q746549
Q193036,Q31629
Q193579,Q33104129
Q194356,
Q198313,Q5
Q200499,Q5
Q205572,Q93288
Q212120,Q16604158
Q212120,Q106839753
Q212131,Q2133344
Q213267,Q23691
Q219477,Q28640
Q222419,Q197970
Q222419,Q11742076
Q222419,Q28542014
Q223862,Q107441820
Q231987,Q693039
Q234805,Q5
Q234814,Q5
Q234869,Q40953
Q234869,Q1231595
Q243274,Q41710
Q244338,Q5
Q254132,Q5
Q254220,Q5
Q261262,Q33104279
Q270706,Q1197685
Q271837,Q770546
Q271837,Q1517747
Q272181,Q16521
Q295991,Q5
Q306786,Q1048111
Q314776,Q5
Q317891,Q5
Q317969,Q5
Q325038,Q5
Q326061,
Q326766,Q5
Q326921,Q112965645
Q333981,Q5
